 #  SO virial mass [solar mass]  red-shift  b 
  2.8328072290E+10  1.1642955428E-01  7.6133085891E-01
  2.8328072290E+10  1.2572075261E-01  7.6204206925E-01
  2.8328072290E+10  1.3575339814E-01  7.6282127573E-01
  2.8328072290E+10  1.4658665911E-01  7.6367583718E-01
  2.8328072290E+10  1.5828442547E-01  7.6461403844E-01
  2.8328072290E+10  1.7091568562E-01  7.6564522524E-01
  2.8328072290E+10  1.8455493335E-01  7.6677996127E-01
  2.8328072290E+10  1.9928260709E-01  7.6803021131E-01
  2.8328072290E+10  2.1518556436E-01  7.6940955528E-01
  2.8328072290E+10  2.3235759400E-01  7.7093343876E-01
  2.8328072290E+10  2.5089996929E-01  7.7261946673E-01
  2.8328072290E+10  2.7092204523E-01  7.7448774859E-01
  2.8328072290E+10  2.9254190344E-01  7.7656130395E-01
  2.8328072290E+10  3.1588704860E-01  7.7886654082E-01
  2.8328072290E+10  3.4109516039E-01  7.8143382013E-01
  2.8328072290E+10  3.6831490545E-01  7.8429812302E-01
  2.8328072290E+10  3.9770681421E-01  7.8749984050E-01
  2.8328072290E+10  4.2944422755E-01  7.9108570946E-01
  2.8328072290E+10  4.6371431916E-01  7.9510992296E-01
  2.8328072290E+10  5.0071919938E-01  7.9963544845E-01
  2.8328072290E+10  5.4067710714E-01  8.0473559744E-01
  2.8328072290E+10  5.8382369709E-01  8.1049589492E-01
  2.8328072290E+10  6.3041342936E-01  8.1701630818E-01
  2.8328072290E+10  6.8072107024E-01  8.2441390355E-01
  2.8328072290E+10  7.3504331267E-01  8.3282602295E-01
  2.8328072290E+10  7.9370052598E-01  8.4241408956E-01
  2.8328072290E+10  8.5703864533E-01  8.5336816216E-01
  2.8328072290E+10  9.2543121183E-01  8.6591239065E-01
  2.8328072290E+10  9.9928157557E-01  8.8031158631E-01
  2.8328072290E+10  1.0790252744E+00  8.9687911406E-01
  2.8328072290E+10  1.1651326025E+00  9.1598638823E-01
  2.8328072290E+10  1.2581113840E+00  9.3807435949E-01
  2.8328072290E+10  1.3585099681E+00  9.6366734533E-01
  2.8328072290E+10  1.4669204626E+00  9.9338980264E-01
  2.8328072290E+10  1.5839822262E+00  1.0279866044E+00
  2.8328072290E+10  1.7103856391E+00  1.0683476547E+00
  2.8328072290E+10  1.8468761745E+00  1.1155377436E+00
  2.8328072290E+10  1.9942587952E+00  1.1708328647E+00
  2.8328072290E+10  2.1534027008E+00  1.2357643381E+00
  2.8328072290E+10  2.3252464539E+00  1.3121726264E+00
  2.8328072290E+10  2.5108035155E+00  1.4022728149E+00
  2.8328072290E+10  2.7111682218E+00  1.5087345939E+00
  2.8328072290E+10  2.9275222379E+00  1.6347798795E+00
  2.8328072290E+10  3.1611415273E+00  1.7843020492E+00
  2.8328072290E+10  3.4134038766E+00  1.9620118749E+00
  2.8328072290E+10  3.6857970212E+00  2.1736161133E+00
  2.8328072290E+10  3.9799274192E+00  2.4260362434E+00
  2.8328072290E+10  4.2975297259E+00  2.7276766795E+00
  2.8328072290E+10  4.6404770237E+00  3.0887539111E+00
  2.8328072290E+10  5.0107918691E+00  3.5217006374E+00
  2.8328072290E+10  5.4106582205E+00  4.0416624144E+00
  2.8328072290E+10  5.8424343185E+00  4.6671084460E+00
  2.8328072290E+10  6.3086665938E+00  5.4205833370E+00
  2.8328072290E+10  6.8121046848E+00  6.3296330279E+00
  2.8328072290E+10  7.3557176540E+00  7.4279460762E+00
  2.8328072290E+10  7.9427114979E+00  8.7567613810E+00
  2.8328072290E+10  8.5765480550E+00  1.0366605800E+01
  2.8328072290E+10  9.2609654221E+00  1.2319440473E+01
  2.8328072290E+10  1.0000000000E+01  1.4691313817E+01
  3.6331842774E+10  5.0000000000E-03  7.5709962871E-01
  3.6331842774E+10  5.3990051491E-03  7.5712686228E-01
  3.6331842774E+10  5.8298513201E-03  7.5715629010E-01
  3.6331842774E+10  6.2950794591E-03  7.5718809075E-01
  3.6331842774E+10  6.7974332828E-03  7.5722245767E-01
  3.6331842774E+10  7.3398754590E-03  7.5725960037E-01
  3.6331842774E+10  7.9256050794E-03  7.5729974592E-01
  3.6331842774E+10  8.5580765267E-03  7.5734314038E-01
  3.6331842774E+10  9.2410198469E-03  7.5739005055E-01
  3.6331842774E+10  9.9784627473E-03  7.5744076577E-01
  3.6331842774E+10  1.0774754351E-02  7.5749559994E-01
  3.6331842774E+10  1.1634590844E-02  7.5755489369E-01
  3.6331842774E+10  1.2563043175E-02  7.5761901684E-01
  3.6331842774E+10  1.3565586958E-02  7.5768837106E-01
  3.6331842774E+10  1.4648134767E-02  7.5776339275E-01
  3.6331842774E+10  1.5817071007E-02  7.5784455634E-01
  3.6331842774E+10  1.7079289562E-02  7.5793237778E-01
  3.6331842774E+10  1.8442234458E-02  7.5802741852E-01
  3.6331842774E+10  1.9913943760E-02  7.5813028988E-01
  3.6331842774E+10  2.1503096980E-02  7.5824165778E-01
  3.6331842774E+10  2.3219066263E-02  7.5836224821E-01
  3.6331842774E+10  2.5071971662E-02  7.5849285308E-01
  3.6331842774E+10  2.7072740821E-02  7.5863433688E-01
  3.6331842774E+10  2.9233173419E-02  7.5878764401E-01
  3.6331842774E+10  3.1566010763E-02  7.5895380705E-01
  3.6331842774E+10  3.4085010929E-02  7.5913395592E-01
  3.6331842774E+10  3.6805029903E-02  7.5932932816E-01
  3.6331842774E+10  3.9742109192E-02  7.5954128053E-01
  3.6331842774E+10  4.2913570433E-02  7.5977130193E-01
  3.6331842774E+10  4.6338117547E-02  7.6002102801E-01
  3.6331842774E+10  5.0035947047E-02  7.6029225768E-01
  3.6331842774E+10  5.4028867150E-02  7.6058697164E-01
  3.6331842774E+10  5.8340426388E-02  7.6090735348E-01
  3.6331842774E+10  6.2996052495E-02  7.6125581353E-01
  3.6331842774E+10  6.8023202359E-02  7.6163501594E-01
  3.6331842774E+10  7.3451523959E-02  7.6204790955E-01
  3.6331842774E+10  7.9313031213E-02  7.6249776305E-01
  3.6331842774E+10  8.5642292783E-02  7.6298820512E-01
  3.6331842774E+10  9.2476635943E-02  7.6352327041E-01
  3.6331842774E+10  9.9856366727E-02  7.6410745228E-01
  3.6331842774E+10  1.0782500763E-01  7.6474576325E-01
  3.6331842774E+10  1.1642955428E-01  7.6544380478E-01
  3.6331842774E+10  1.2572075261E-01  7.6620784758E-01
  3.6331842774E+10  1.3575339814E-01  7.6704492447E-01
  3.6331842774E+10  1.4658665911E-01  7.6796293784E-01
  3.6331842774E+10  1.5828442547E-01  7.6897078439E-01
  3.6331842774E+10  1.7091568562E-01  7.7007849992E-01
  3.6331842774E+10  1.8455493335E-01  7.7129742803E-01
  3.6331842774E+10  1.9928260709E-01  7.7264041681E-01
  3.6331842774E+10  2.1518556436E-01  7.7412204874E-01
  3.6331842774E+10  2.3235759400E-01  7.7575890982E-01
  3.6331842774E+10  2.5089996929E-01  7.7756990513E-01
  3.6331842774E+10  2.7092204523E-01  7.7957662952E-01
  3.6331842774E+10  2.9254190344E-01  7.8180380373E-01
  3.6331842774E+10  3.1588704860E-01  7.8427978832E-01
  3.6331842774E+10  3.4109516039E-01  7.8703719074E-01
  3.6331842774E+10  3.6831490545E-01  7.9011358269E-01
  3.6331842774E+10  3.9770681421E-01  7.9355234957E-01
  3.6331842774E+10  4.2944422755E-01  7.9740369742E-01
  3.6331842774E+10  4.6371431916E-01  8.0172584755E-01
  3.6331842774E+10  5.0071919938E-01  8.0658645551E-01
  3.6331842774E+10  5.4067710714E-01  8.1206430163E-01
  3.6331842774E+10  5.8382369709E-01  8.1825130454E-01
  3.6331842774E+10  6.3041342936E-01  8.2525492246E-01
  3.6331842774E+10  6.8072107024E-01  8.3320101609E-01
  3.6331842774E+10  7.3504331267E-01  8.4223727505E-01
  3.6331842774E+10  7.9370052598E-01  8.5253732291E-01
  3.6331842774E+10  8.5703864533E-01  8.6430562955E-01
  3.6331842774E+10  9.2543121183E-01  8.7778340165E-01
  3.6331842774E+10  9.9928157557E-01  8.9325567959E-01
  3.6331842774E+10  1.0790252744E+00  9.1105985831E-01
  3.6331842774E+10  1.1651326025E+00  9.3159595489E-01
  3.6331842774E+10  1.2581113840E+00  9.5533902571E-01
  3.6331842774E+10  1.3585099681E+00  9.8285412129E-01
  3.6331842774E+10  1.4669204626E+00  1.0148144439E+00
  3.6331842774E+10  1.5839822262E+00  1.0520232815E+00
  3.6331842774E+10  1.7103856391E+00  1.0954406821E+00
  3.6331842774E+10  1.8468761745E+00  1.1462157764E+00
  3.6331842774E+10  1.9942587952E+00  1.2057261624E+00
  3.6331842774E+10  2.1534027008E+00  1.2756257317E+00
  3.6331842774E+10  2.3252464539E+00  1.3579030561E+00
  3.6331842774E+10  2.5108035155E+00  1.4549524764E+00
  3.6331842774E+10  2.7111682218E+00  1.5696609167E+00
  3.6331842774E+10  2.9275222379E+00  1.7055139785E+00
  3.6331842774E+10  3.1611415273E+00  1.8667255553E+00
  3.6331842774E+10  3.4134038766E+00  2.0583965109E+00
  3.6331842774E+10  3.6857970212E+00  2.2867090461E+00
  3.6331842774E+10  3.9799274192E+00  2.5591648873E+00
  3.6331842774E+10  4.2975297259E+00  2.8848774599E+00
  3.6331842774E+10  4.6404770237E+00  3.2749306612E+00
  3.6331842774E+10  5.0107918691E+00  3.7428196860E+00
  3.6331842774E+10  5.4106582205E+00  4.3049930655E+00
  3.6331842774E+10  5.8424343185E+00  4.9815197198E+00
  3.6331842774E+10  6.3086665938E+00  5.7969104674E+00
  3.6331842774E+10  6.8121046848E+00  6.7811305256E+00
  3.6331842774E+10  7.3557176540E+00  7.9708483373E+00
  3.6331842774E+10  7.9427114979E+00  9.4109770040E+00
  3.6331842774E+10  8.5765480550E+00  1.1156578255E+01
  3.6331842774E+10  9.2609654221E+00  1.3275215903E+01
  3.6331842774E+10  1.0000000000E+01  1.5849866968E+01
  4.6596986404E+10  5.0000000000E-03  7.6095611297E-01
  4.6596986404E+10  5.3990051491E-03  7.6098540505E-01
  4.6596986404E+10  5.8298513201E-03  7.6101705721E-01
  4.6596986404E+10  6.2950794591E-03  7.6105126153E-01
  4.6596986404E+10  6.7974332828E-03  7.6108822605E-01
  4.6596986404E+10  7.3398754590E-03  7.6112817612E-01
  4.6596986404E+10  7.9256050794E-03  7.6117135594E-01
  4.6596986404E+10  8.5580765267E-03  7.6121803018E-01
  4.6596986404E+10  9.2410198469E-03  7.6126848579E-01
  4.6596986404E+10  9.9784627473E-03  7.6132303396E-01
  4.6596986404E+10  1.0774754351E-02  7.6138201228E-01
  4.6596986404E+10  1.1634590844E-02  7.6144578712E-01
  4.6596986404E+10  1.2563043175E-02  7.6151475622E-01
  4.6596986404E+10  1.3565586958E-02  7.6158935156E-01
  4.6596986404E+10  1.4648134767E-02  7.6167004251E-01
  4.6596986404E+10  1.5817071007E-02  7.6175733930E-01
  4.6596986404E+10  1.7079289562E-02  7.6185179682E-01
  4.6596986404E+10  1.8442234458E-02  7.6195401891E-01
  4.6596986404E+10  1.9913943760E-02  7.6206466298E-01
  4.6596986404E+10  2.1503096980E-02  7.6218444524E-01
  4.6596986404E+10  2.3219066263E-02  7.6231414641E-01
  4.6596986404E+10  2.5071971662E-02  7.6245461816E-01
  4.6596986404E+10  2.7072740821E-02  7.6260679015E-01
  4.6596986404E+10  2.9233173419E-02  7.6277167802E-01
  4.6596986404E+10  3.1566010763E-02  7.6295039217E-01
  4.6596986404E+10  3.4085010929E-02  7.6314414770E-01
  4.6596986404E+10  3.6805029903E-02  7.6335427544E-01
  4.6596986404E+10  3.9742109192E-02  7.6358223434E-01
  4.6596986404E+10  4.2913570433E-02  7.6382962548E-01
  4.6596986404E+10  4.6338117547E-02  7.6409820771E-01
  4.6596986404E+10  5.0035947047E-02  7.6438991538E-01
  4.6596986404E+10  5.4028867150E-02  7.6470687831E-01
  4.6596986404E+10  5.8340426388E-02  7.6505144446E-01
  4.6596986404E+10  6.2996052495E-02  7.6542620550E-01
  4.6596986404E+10  6.8023202359E-02  7.6583402601E-01
  4.6596986404E+10  7.3451523959E-02  7.6627807663E-01
  4.6596986404E+10  7.9313031213E-02  7.6676187182E-01
  4.6596986404E+10  8.5642292783E-02  7.6728931304E-01
  4.6596986404E+10  9.2476635943E-02  7.6786473818E-01
  4.6596986404E+10  9.9856366727E-02  7.6849297820E-01
  4.6596986404E+10  1.0782500763E-01  7.6917942220E-01
  4.6596986404E+10  1.1642955428E-01  7.6993009232E-01
  4.6596986404E+10  1.2572075261E-01  7.7075173015E-01
  4.6596986404E+10  1.3575339814E-01  7.7165189653E-01
  4.6596986404E+10  1.4658665911E-01  7.7263908711E-01
  4.6596986404E+10  1.5828442547E-01  7.7372286639E-01
  4.6596986404E+10  1.7091568562E-01  7.7491402347E-01
  4.6596986404E+10  1.8455493335E-01  7.7622475338E-01
  4.6596986404E+10  1.9928260709E-01  7.7766886866E-01
  4.6596986404E+10  2.1518556436E-01  7.7926204661E-01
  4.6596986404E+10  2.3235759400E-01  7.8102211870E-01
  4.6596986404E+10  2.5089996929E-01  7.8296941013E-01
  4.6596986404E+10  2.7092204523E-01  7.8512713856E-01
  4.6596986404E+10  2.9254190344E-01  7.8752188342E-01
  4.6596986404E+10  3.1588704860E-01  7.9018413911E-01
  4.6596986404E+10  3.4109516039E-01  7.9314896851E-01
  4.6596986404E+10  3.6831490545E-01  7.9645677540E-01
  4.6596986404E+10  3.9770681421E-01  8.0015421933E-01
  4.6596986404E+10  4.2944422755E-01  8.0429530039E-01
  4.6596986404E+10  4.6371431916E-01  8.0894264624E-01
  4.6596986404E+10  5.0071919938E-01  8.1416904186E-01
  4.6596986404E+10  5.4067710714E-01  8.2005925257E-01
  4.6596986404E+10  5.8382369709E-01  8.2671219590E-01
  4.6596986404E+10  6.3041342936E-01  8.3424353203E-01
  4.6596986404E+10  6.8072107024E-01  8.4278875340E-01
  4.6596986404E+10  7.3504331267E-01  8.5250688604E-01
  4.6596986404E+10  7.9370052598E-01  8.6358492340E-01
  4.6596986404E+10  8.5703864533E-01  8.7624313207E-01
  4.6596986404E+10  9.2543121183E-01  8.9074142237E-01
  4.6596986404E+10  9.9928157557E-01  9.0738702369E-01
  4.6596986404E+10  1.0790252744E+00  9.2654369723E-01
  4.6596986404E+10  1.1651326025E+00  9.4864285669E-01
  4.6596986404E+10  1.2581113840E+00  9.7419700608E-01
  4.6596986404E+10  1.3585099681E+00  1.0038159402E+00
  4.6596986404E+10  1.4669204626E+00  1.0382264243E+00
  4.6596986404E+10  1.5839822262E+00  1.0782959634E+00
  4.6596986404E+10  1.7103856391E+00  1.1250617443E+00
  4.6596986404E+10  1.8468761745E+00  1.1797656927E+00
  4.6596986404E+10  1.9942587952E+00  1.2438972361E+00
  4.6596986404E+10  2.1534027008E+00  1.3192452456E+00
  4.6596986404E+10  2.3252464539E+00  1.4079614558E+00
  4.6596986404E+10  2.5108035155E+00  1.5126377842E+00
  4.6596986404E+10  2.7111682218E+00  1.6364007109E+00
  4.6596986404E+10  2.9275222379E+00  1.7830267451E+00
  4.6596986404E+10  3.1611415273E+00  1.9570835825E+00
  4.6596986404E+10  3.4134038766E+00  2.1641029209E+00
  4.6596986404E+10  3.6857970212E+00  2.4107923302E+00
  4.6596986404E+10  3.9799274192E+00  2.7052950489E+00
  4.6596986404E+10  4.2975297259E+00  3.0575088515E+00
  4.6596986404E+10  4.6404770237E+00  3.4794777661E+00
  4.6596986404E+10  5.0107918691E+00  3.9858737366E+00
  4.6596986404E+10  5.4106582205E+00  4.5945892634E+00
  4.6596986404E+10  5.8424343185E+00  5.3274671720E+00
  4.6596986404E+10  6.3086665938E+00  6.2111999631E+00
  4.6596986404E+10  6.8121046848E+00  7.2784389994E+00
  4.6596986404E+10  7.3557176540E+00  8.5691635122E+00
  4.6596986404E+10  7.9427114979E+00  1.0132371556E+01
  4.6596986404E+10  8.5765480550E+00  1.2028170165E+01
  4.6596986404E+10  9.2609654221E+00  1.4330360823E+01
  4.6596986404E+10  1.0000000000E+01  1.7129639936E+01
  5.9762428110E+10  5.0000000000E-03  7.6516775209E-01
  5.9762428110E+10  5.3990051491E-03  7.6519929035E-01
  5.9762428110E+10  5.8298513201E-03  7.6523336963E-01
  5.9762428110E+10  6.2950794591E-03  7.6527019675E-01
  5.9762428110E+10  6.7974332828E-03  7.6530999569E-01
  5.9762428110E+10  7.3398754590E-03  7.6535300909E-01
  5.9762428110E+10  7.9256050794E-03  7.6539949984E-01
  5.9762428110E+10  8.5580765267E-03  7.6544975291E-01
  5.9762428110E+10  9.2410198469E-03  7.6550407724E-01
  5.9762428110E+10  9.9784627473E-03  7.6556280785E-01
  5.9762428110E+10  1.0774754351E-02  7.6562630822E-01
  5.9762428110E+10  1.1634590844E-02  7.6569497278E-01
  5.9762428110E+10  1.2563043175E-02  7.6576922976E-01
  5.9762428110E+10  1.3565586958E-02  7.6584954422E-01
  5.9762428110E+10  1.4648134767E-02  7.6593642148E-01
  5.9762428110E+10  1.5817071007E-02  7.6603041087E-01
  5.9762428110E+10  1.7079289562E-02  7.6613210978E-01
  5.9762428110E+10  1.8442234458E-02  7.6624216828E-01
  5.9762428110E+10  1.9913943760E-02  7.6636129415E-01
  5.9762428110E+10  2.1503096980E-02  7.6649025842E-01
  5.9762428110E+10  2.3219066263E-02  7.6662990160E-01
  5.9762428110E+10  2.5071971662E-02  7.6678114054E-01
  5.9762428110E+10  2.7072740821E-02  7.6694497609E-01
  5.9762428110E+10  2.9233173419E-02  7.6712250160E-01
  5.9762428110E+10  3.1566010763E-02  7.6731491246E-01
  5.9762428110E+10  3.4085010929E-02  7.6752351675E-01
  5.9762428110E+10  3.6805029903E-02  7.6774974708E-01
  5.9762428110E+10  3.9742109192E-02  7.6799517405E-01
  5.9762428110E+10  4.2913570433E-02  7.6826152117E-01
  5.9762428110E+10  4.6338117547E-02  7.6855068179E-01
  5.9762428110E+10  5.0035947047E-02  7.6886473816E-01
  5.9762428110E+10  5.4028867150E-02  7.6920598292E-01
  5.9762428110E+10  5.8340426388E-02  7.6957694347E-01
  5.9762428110E+10  6.2996052495E-02  7.6998040957E-01
  5.9762428110E+10  6.8023202359E-02  7.7041946465E-01
  5.9762428110E+10  7.3451523959E-02  7.7089752157E-01
  5.9762428110E+10  7.9313031213E-02  7.7141836322E-01
  5.9762428110E+10  8.5642292783E-02  7.7198618903E-01
  5.9762428110E+10  9.2476635943E-02  7.7260566811E-01
  5.9762428110E+10  9.9856366727E-02  7.7328200024E-01
  5.9762428110E+10  1.0782500763E-01  7.7402098590E-01
  5.9762428110E+10  1.1642955428E-01  7.7482910690E-01
  5.9762428110E+10  1.2572075261E-01  7.7571361936E-01
  5.9762428110E+10  1.3575339814E-01  7.7668266114E-01
  5.9762428110E+10  1.4658665911E-01  7.7774537625E-01
  5.9762428110E+10  1.5828442547E-01  7.7891205912E-01
  5.9762428110E+10  1.7091568562E-01  7.8019432231E-01
  5.9762428110E+10  1.8455493335E-01  7.8160529171E-01
  5.9762428110E+10  1.9928260709E-01  7.8315983441E-01
  5.9762428110E+10  2.1518556436E-01  7.8487482494E-01
  5.9762428110E+10  2.3235759400E-01  7.8676945697E-01
  5.9762428110E+10  2.5089996929E-01  7.8886560908E-01
  5.9762428110E+10  2.7092204523E-01  7.9118827437E-01
  5.9762428110E+10  2.9254190344E-01  7.9376606603E-01
  5.9762428110E+10  3.1588704860E-01  7.9663181374E-01
  5.9762428110E+10  3.4109516039E-01  7.9982326806E-01
  5.9762428110E+10  3.6831490545E-01  8.0338393333E-01
  5.9762428110E+10  3.9770681421E-01  8.0736405439E-01
  5.9762428110E+10  4.2944422755E-01  8.1182178669E-01
  5.9762428110E+10  4.6371431916E-01  8.1682458487E-01
  5.9762428110E+10  5.0071919938E-01  8.2245085442E-01
  5.9762428110E+10  5.4067710714E-01  8.2879192021E-01
  5.9762428110E+10  5.8382369709E-01  8.3595437250E-01
  5.9762428110E+10  6.3041342936E-01  8.4406286515E-01
  5.9762428110E+10  6.8072107024E-01  8.5326345529E-01
  5.9762428110E+10  7.3504331267E-01  8.6372760703E-01
  5.9762428110E+10  7.9370052598E-01  8.7565698717E-01
  5.9762428110E+10  8.5703864533E-01  8.8928920412E-01
  5.9762428110E+10  9.2543121183E-01  9.0490470883E-01
  5.9762428110E+10  9.9928157557E-01  9.2283510626E-01
  5.9762428110E+10  1.0790252744E+00  9.4347313217E-01
  5.9762428110E+10  1.1651326025E+00  9.6728471649E-01
  5.9762428110E+10  1.2581113840E+00  9.9482354397E-01
  5.9762428110E+10  1.3585099681E+00  1.0267486373E+00
  5.9762428110E+10  1.4669204626E+00  1.0638457104E+00
  5.9762428110E+10  1.5839822262E+00  1.1070529766E+00
  5.9762428110E+10  1.7103856391E+00  1.1574925874E+00
  5.9762428110E+10  1.8468761745E+00  1.2165087320E+00
  5.9762428110E+10  1.9942587952E+00  1.2857141196E+00
  5.9762428110E+10  2.1534027008E+00  1.3670465062E+00
  5.9762428110E+10  2.3252464539E+00  1.4628376739E+00
  5.9762428110E+10  2.5108035155E+00  1.5758976642E+00
  5.9762428110E+10  2.7111682218E+00  1.7096175755E+00
  5.9762428110E+10  2.9275222379E+00  1.8680954069E+00
  5.9762428110E+10  3.1611415273E+00  2.0562900479E+00
  5.9762428110E+10  3.4134038766E+00  2.2802098515E+00
  5.9762428110E+10  3.6857970212E+00  2.5471439332E+00
  5.9762428110E+10  3.9799274192E+00  2.8659460339E+00
  5.9762428110E+10  4.2975297259E+00  3.2473831189E+00
  5.9762428110E+10  4.6404770237E+00  3.7045638781E+00
  5.9762428110E+10  5.0107918691E+00  4.2534659031E+00
  5.9762428110E+10  5.4106582205E+00  4.9135848134E+00
  5.9762428110E+10  5.8424343185E+00  5.7087341108E+00
  5.9762428110E+10  6.3086665938E+00  6.6680315635E+00
  5.9762428110E+10  6.8121046848E+00  7.8271165637E+00
  5.9762428110E+10  7.3557176540E+00  9.2296537193E+00
  5.9762428110E+10  7.9427114979E+00  1.0929191377E+01
  5.9762428110E+10  8.5765480550E+00  1.2991460590E+01
  5.9762428110E+10  9.2609654221E+00  1.5497221005E+01
  5.9762428110E+10  1.0000000000E+01  1.8545786384E+01
  7.6647613704E+10  5.0000000000E-03  7.6977240617E-01
  7.6647613704E+10  5.3990051491E-03  7.6980639886E-01
  7.6647613704E+10  5.8298513201E-03  7.6984313031E-01
  7.6647613704E+10  6.2950794591E-03  7.6988282342E-01
  7.6647613704E+10  6.7974332828E-03  7.6992571960E-01
  7.6647613704E+10  7.3398754590E-03  7.6997208036E-01
  7.6647613704E+10  7.9256050794E-03  7.7002218906E-01
  7.6647613704E+10  8.5580765267E-03  7.7007635283E-01
  7.6647613704E+10  9.2410198469E-03  7.7013490462E-01
  7.6647613704E+10  9.9784627473E-03  7.7019820555E-01
