 #  SO virial mass [solar mass]  red-shift  b 
  8.1632858002E+09  5.4106582205E+00  3.0329846270E+00
  8.1632858002E+09  5.8424343185E+00  3.4643824292E+00
  8.1632858002E+09  6.3086665938E+00  3.9829889219E+00
  8.1632858002E+09  6.8121046848E+00  4.6073152154E+00
  8.1632858002E+09  7.3557176540E+00  5.3599407179E+00
  8.1632858002E+09  7.9427114979E+00  6.2684309911E+00
  8.1632858002E+09  8.5765480550E+00  7.3664671087E+00
  8.1632858002E+09  9.2609654221E+00  8.6952361537E+00
  8.1632858002E+09  1.0000000000E+01  1.0305144323E+01
  1.0469728161E+10  5.0000000000E-03  7.4208072550E-01
  1.0469728161E+10  5.3990051491E-03  7.4209990643E-01
  1.0469728161E+10  5.8298513201E-03  7.4212063293E-01
  1.0469728161E+10  6.2950794591E-03  7.4214303082E-01
  1.0469728161E+10  6.7974332828E-03  7.4216723638E-01
  1.0469728161E+10  7.3398754590E-03  7.4219339723E-01
  1.0469728161E+10  7.9256050794E-03  7.4222167335E-01
  1.0469728161E+10  8.5580765267E-03  7.4225223811E-01
  1.0469728161E+10  9.2410198469E-03  7.4228527951E-01
  1.0469728161E+10  9.9784627473E-03  7.4232100143E-01
  1.0469728161E+10  1.0774754351E-02  7.4235962507E-01
  1.0469728161E+10  1.1634590844E-02  7.4240139048E-01
  1.0469728161E+10  1.2563043175E-02  7.4244655829E-01
  1.0469728161E+10  1.3565586958E-02  7.4249541158E-01
  1.0469728161E+10  1.4648134767E-02  7.4254825796E-01
  1.0469728161E+10  1.5817071007E-02  7.4260543182E-01
  1.0469728161E+10  1.7079289562E-02  7.4266729687E-01
  1.0469728161E+10  1.8442234458E-02  7.4273424891E-01
  1.0469728161E+10  1.9913943760E-02  7.4280671892E-01
  1.0469728161E+10  2.1503096980E-02  7.4288517644E-01
  1.0469728161E+10  2.3219066263E-02  7.4297013337E-01
  1.0469728161E+10  2.5071971662E-02  7.4306214817E-01
  1.0469728161E+10  2.7072740821E-02  7.4316183051E-01
  1.0469728161E+10  2.9233173419E-02  7.4326984652E-01
  1.0469728161E+10  3.1566010763E-02  7.4338692456E-01
  1.0469728161E+10  3.4085010929E-02  7.4351386178E-01
  1.0469728161E+10  3.6805029903E-02  7.4365153133E-01
  1.0469728161E+10  3.9742109192E-02  7.4380089061E-01
  1.0469728161E+10  4.2913570433E-02  7.4396299038E-01
  1.0469728161E+10  4.6338117547E-02  7.4413898515E-01
  1.0469728161E+10  5.0035947047E-02  7.4433014482E-01
  1.0469728161E+10  5.4028867150E-02  7.4453786784E-01
  1.0469728161E+10  5.8340426388E-02  7.4476369614E-01
  1.0469728161E+10  6.2996052495E-02  7.4500933203E-01
  1.0469728161E+10  6.8023202359E-02  7.4527665738E-01
  1.0469728161E+10  7.3451523959E-02  7.4556775554E-01
  1.0469728161E+10  7.9313031213E-02  7.4588493619E-01
  1.0469728161E+10  8.5642292783E-02  7.4623076388E-01
  1.0469728161E+10  9.2476635943E-02  7.4660809055E-01
  1.0469728161E+10  9.9856366727E-02  7.4702009297E-01
  1.0469728161E+10  1.0782500763E-01  7.4747031562E-01
  1.0469728161E+10  1.1642955428E-01  7.4796272014E-01
  1.0469728161E+10  1.2572075261E-01  7.4850174227E-01
  1.0469728161E+10  1.3575339814E-01  7.4909235772E-01
  1.0469728161E+10  1.4658665911E-01  7.4974015839E-01
  1.0469728161E+10  1.5828442547E-01  7.5045144069E-01
  1.0469728161E+10  1.7091568562E-01  7.5123330829E-01
  1.0469728161E+10  1.8455493335E-01  7.5209379157E-01
  1.0469728161E+10  1.9928260709E-01  7.5304198702E-01
  1.0469728161E+10  2.1518556436E-01  7.5408821997E-01
  1.0469728161E+10  2.3235759400E-01  7.5524423509E-01
  1.0469728161E+10  2.5089996929E-01  7.5652341965E-01
  1.0469728161E+10  2.7092204523E-01  7.5794106557E-01
  1.0469728161E+10  2.9254190344E-01  7.5951467762E-01
  1.0469728161E+10  3.1588704860E-01  7.6126433625E-01
  1.0469728161E+10  3.4109516039E-01  7.6321312542E-01
  1.0469728161E+10  3.6831490545E-01  7.6538763819E-01
  1.0469728161E+10  3.9770681421E-01  7.6781857442E-01
  1.0469728161E+10  4.2944422755E-01  7.7054144849E-01
  1.0469728161E+10  4.6371431916E-01  7.7359742835E-01
  1.0469728161E+10  5.0071919938E-01  7.7703433075E-01
  1.0469728161E+10  5.4067710714E-01  7.8090780328E-01
  1.0469728161E+10  5.8382369709E-01  7.8528273169E-01
  1.0469728161E+10  6.3041342936E-01  7.9023491531E-01
  1.0469728161E+10  6.8072107024E-01  7.9585306388E-01
  1.0469728161E+10  7.3504331267E-01  8.0224117759E-01
  1.0469728161E+10  7.9370052598E-01  8.0952139424E-01
  1.0469728161E+10  8.5703864533E-01  8.1783739680E-01
  1.0469728161E+10  9.2543121183E-01  8.2735848908E-01
  1.0469728161E+10  9.9928157557E-01  8.3828448464E-01
  1.0469728161E+10  1.0790252744E+00  8.5085158895E-01
  1.0469728161E+10  1.1651326025E+00  8.6533945889E-01
  1.0469728161E+10  1.2581113840E+00  8.8207971402E-01
  1.0469728161E+10  1.3585099681E+00  9.0146620970E-01
  1.0469728161E+10  1.4669204626E+00  9.2396741850E-01
  1.0469728161E+10  1.5839822262E+00  9.5014144207E-01
  1.0469728161E+10  1.7103856391E+00  9.8065413662E-01
  1.0469728161E+10  1.8468761745E+00  1.0163011370E+00
  1.0469728161E+10  1.9942587952E+00  1.0580345158E+00
  1.0469728161E+10  2.1534027008E+00  1.1069952303E+00
  1.0469728161E+10  2.3252464539E+00  1.1645524878E+00
  1.0469728161E+10  2.5108035155E+00  1.2323517123E+00
  1.0469728161E+10  2.7111682218E+00  1.3123729062E+00
  1.0469728161E+10  2.9275222379E+00  1.4070017706E+00
  1.0469728161E+10  3.1611415273E+00  1.5191165061E+00
  1.0469728161E+10  3.4134038766E+00  1.6521936902E+00
  1.0469728161E+10  3.6857970212E+00  1.8104376380E+00
  1.0469728161E+10  3.9799274192E+00  1.9989385887E+00
  1.0469728161E+10  4.2975297259E+00  2.2238661907E+00
  1.0469728161E+10  4.6404770237E+00  2.4927063679E+00
  1.0469728161E+10  5.0107918691E+00  2.8145515774E+00
  1.0469728161E+10  5.4106582205E+00  3.2004567023E+00
  1.0469728161E+10  5.8424343185E+00  3.6638757000E+00
  1.0469728161E+10  6.3086665938E+00  4.2211977406E+00
  1.0469728161E+10  6.8121046848E+00  4.8924059479E+00
  1.0469728161E+10  7.3557176540E+00  5.7018873453E+00
  1.0469728161E+10  7.9427114979E+00  6.6794293845E+00
  1.0469728161E+10  8.5765480550E+00  7.8614468410E+00
  1.0469728161E+10  9.2609654221E+00  9.2924933164E+00
  1.0469728161E+10  1.0000000000E+01  1.1027124579E+01
  1.3427829241E+10  5.0000000000E-03  7.4460169983E-01
  1.3427829241E+10  5.3990051491E-03  7.4462223871E-01
  1.3427829241E+10  5.8298513201E-03  7.4464443256E-01
  1.3427829241E+10  6.2950794591E-03  7.4466841608E-01
  1.3427829241E+10  6.7974332828E-03  7.4469433518E-01
  1.3427829241E+10  7.3398754590E-03  7.4472234793E-01
  1.3427829241E+10  7.9256050794E-03  7.4475262561E-01
  1.3427829241E+10  8.5580765267E-03  7.4478535386E-01
  1.3427829241E+10  9.2410198469E-03  7.4482073395E-01
  1.3427829241E+10  9.9784627473E-03  7.4485898419E-01
  1.3427829241E+10  1.0774754351E-02  7.4490034138E-01
  1.3427829241E+10  1.1634590844E-02  7.4494506254E-01
  1.3427829241E+10  1.2563043175E-02  7.4499342671E-01
  1.3427829241E+10  1.3565586958E-02  7.4504573696E-01
  1.3427829241E+10  1.4648134767E-02  7.4510232261E-01
  1.3427829241E+10  1.5817071007E-02  7.4516354165E-01
  1.3427829241E+10  1.7079289562E-02  7.4522978346E-01
  1.3427829241E+10  1.8442234458E-02  7.4530147177E-01
  1.3427829241E+10  1.9913943760E-02  7.4537906794E-01
  1.3427829241E+10  2.1503096980E-02  7.4546307461E-01
  1.3427829241E+10  2.3219066263E-02  7.4555403977E-01
  1.3427829241E+10  2.5071971662E-02  7.4565256122E-01
  1.3427829241E+10  2.7072740821E-02  7.4575929156E-01
  1.3427829241E+10  2.9233173419E-02  7.4587494382E-01
  1.3427829241E+10  3.1566010763E-02  7.4600029763E-01
  1.3427829241E+10  3.4085010929E-02  7.4613620619E-01
  1.3427829241E+10  3.6805029903E-02  7.4628360407E-01
  1.3427829241E+10  3.9742109192E-02  7.4644351591E-01
  1.3427829241E+10  4.2913570433E-02  7.4661706629E-01
  1.3427829241E+10  4.6338117547E-02  7.4680549078E-01
  1.3427829241E+10  5.0035947047E-02  7.4701014835E-01
  1.3427829241E+10  5.4028867150E-02  7.4723253552E-01
  1.3427829241E+10  5.8340426388E-02  7.4747430227E-01
  1.3427829241E+10  6.2996052495E-02  7.4773727011E-01
  1.3427829241E+10  6.8023202359E-02  7.4802345262E-01
  1.3427829241E+10  7.3451523959E-02  7.4833507884E-01
  1.3427829241E+10  7.9313031213E-02  7.4867461985E-01
  1.3427829241E+10  8.5642292783E-02  7.4904481929E-01
  1.3427829241E+10  9.2476635943E-02  7.4944872810E-01
  1.3427829241E+10  9.9856366727E-02  7.4988974456E-01
  1.3427829241E+10  1.0782500763E-01  7.5037166009E-01
  1.3427829241E+10  1.1642955428E-01  7.5089871211E-01
  1.3427829241E+10  1.2572075261E-01  7.5147564491E-01
  1.3427829241E+10  1.3575339814E-01  7.5210778006E-01
  1.3427829241E+10  1.4658665911E-01  7.5280109779E-01
  1.3427829241E+10  1.5828442547E-01  7.5356233151E-01
  1.3427829241E+10  1.7091568562E-01  7.5439907750E-01
  1.3427829241E+10  1.8455493335E-01  7.5531992267E-01
  1.3427829241E+10  1.9928260709E-01  7.5633459351E-01
  1.3427829241E+10  2.1518556436E-01  7.5745413004E-01
  1.3427829241E+10  2.3235759400E-01  7.5869108950E-01
  1.3427829241E+10  2.5089996929E-01  7.6005978494E-01
  1.3427829241E+10  2.7092204523E-01  7.6157656553E-01
  1.3427829241E+10  2.9254190344E-01  7.6326014601E-01
  1.3427829241E+10  3.1588704860E-01  7.6513199477E-01
  1.3427829241E+10  3.4109516039E-01  7.6721679153E-01
  1.3427829241E+10  3.6831490545E-01  7.6954296826E-01
  1.3427829241E+10  3.9770681421E-01  7.7214334875E-01
  1.3427829241E+10  4.2944422755E-01  7.7505590620E-01
  1.3427829241E+10  4.6371431916E-01  7.7832466142E-01
  1.3427829241E+10  5.0071919938E-01  7.8200074853E-01
  1.3427829241E+10  5.4067710714E-01  7.8614368127E-01
  1.3427829241E+10  5.8382369709E-01  7.9082286116E-01
  1.3427829241E+10  6.3041342936E-01  7.9611937332E-01
  1.3427829241E+10  6.8072107024E-01  8.0212812715E-01
  1.3427829241E+10  7.3504331267E-01  8.0896040904E-01
  1.3427829241E+10  7.9370052598E-01  8.1674693812E-01
  1.3427829241E+10  8.5703864533E-01  8.2564152339E-01
  1.3427829241E+10  9.2543121183E-01  8.3582543830E-01
  1.3427829241E+10  9.9928157557E-01  8.4751267420E-01
  1.3427829241E+10  1.0790252744E+00  8.6095626002E-01
  1.3427829241E+10  1.1651326025E+00  8.7645584739E-01
  1.3427829241E+10  1.2581113840E+00  8.9436686764E-01
  1.3427829241E+10  1.3585099681E+00  9.1511157576E-01
  1.3427829241E+10  1.4669204626E+00  9.3919237767E-01
  1.3427829241E+10  1.5839822262E+00  9.6720798648E-01
  1.3427829241E+10  1.7103856391E+00  9.9987294014E-01
  1.3427829241E+10  1.8468761745E+00  1.0380413271E+00
  1.3427829241E+10  1.9942587952E+00  1.0827355147E+00
  1.3427829241E+10  2.1534027008E+00  1.1351811248E+00
  1.3427829241E+10  2.3252464539E+00  1.1968495017E+00
  1.3427829241E+10  2.5108035155E+00  1.2695094449E+00
  1.3427829241E+10  2.7111682218E+00  1.3552902341E+00
  1.3427829241E+10  2.9275222379E+00  1.4567584122E+00
  1.3427829241E+10  3.1611415273E+00  1.5770115653E+00
  1.3427829241E+10  3.4134038766E+00  1.7197927969E+00
  1.3427829241E+10  3.6857970212E+00  1.8896306000E+00
  1.3427829241E+10  3.9799274192E+00  2.0920100115E+00
  1.3427829241E+10  4.2975297259E+00  2.3335820853E+00
  1.3427829241E+10  4.6404770237E+00  2.6224204662E+00
  1.3427829241E+10  5.0107918691E+00  2.9683359104E+00
  1.3427829241E+10  5.4106582205E+00  3.3832621797E+00
  1.3427829241E+10  5.8424343185E+00  3.8817297761E+00
  1.3427829241E+10  6.3086665938E+00  4.4814479270E+00
  1.3427829241E+10  6.8121046848E+00  5.2040200871E+00
  1.3427829241E+10  7.3557176540E+00  6.0758241875E+00
  1.3427829241E+10  7.9427114979E+00  7.1290963072E+00
  1.3427829241E+10  8.5765480550E+00  8.4032656869E+00
  1.3427829241E+10  9.2609654221E+00  9.9466004668E+00
  1.3427829241E+10  1.0000000000E+01  1.1818237805E+01
  1.7221707703E+10  5.0000000000E-03  7.4734113508E-01
  1.7221707703E+10  5.3990051491E-03  7.4736314591E-01
  1.7221707703E+10  5.8298513201E-03  7.4738693026E-01
  1.7221707703E+10  6.2950794591E-03  7.4741263251E-01
  1.7221707703E+10  6.7974332828E-03  7.4744040899E-01
  1.7221707703E+10  7.3398754590E-03  7.4747042910E-01
  1.7221707703E+10  7.9256050794E-03  7.4750287637E-01
  1.7221707703E+10  8.5580765267E-03  7.4753794973E-01
  1.7221707703E+10  9.2410198469E-03  7.4757586486E-01
  1.7221707703E+10  9.9784627473E-03  7.4761685566E-01
  1.7221707703E+10  1.0774754351E-02  7.4766117590E-01
  1.7221707703E+10  1.1634590844E-02  7.4770910099E-01
  1.7221707703E+10  1.2563043175E-02  7.4776092990E-01
  1.7221707703E+10  1.3565586958E-02  7.4781698738E-01
  1.7221707703E+10  1.4648134767E-02  7.4787762630E-01
  1.7221707703E+10  1.5817071007E-02  7.4794323023E-01
  1.7221707703E+10  1.7079289562E-02  7.4801421637E-01
  1.7221707703E+10  1.8442234458E-02  7.4809103873E-01
  1.7221707703E+10  1.9913943760E-02  7.4817419161E-01
  1.7221707703E+10  2.1503096980E-02  7.4826421357E-01
  1.7221707703E+10  2.3219066263E-02  7.4836169168E-01
  1.7221707703E+10  2.5071971662E-02  7.4846726641E-01
  1.7221707703E+10  2.7072740821E-02  7.4858163693E-01
  1.7221707703E+10  2.9233173419E-02  7.4870556712E-01
  1.7221707703E+10  3.1566010763E-02  7.4883989218E-01
  1.7221707703E+10  3.4085010929E-02  7.4898552611E-01
  1.7221707703E+10  3.6805029903E-02  7.4914347004E-01
  1.7221707703E+10  3.9742109192E-02  7.4931482160E-01
  1.7221707703E+10  4.2913570433E-02  7.4950078539E-01
  1.7221707703E+10  4.6338117547E-02  7.4970268487E-01
  1.7221707703E+10  5.0035947047E-02  7.4992197565E-01
  1.7221707703E+10  5.4028867150E-02  7.5016026060E-01
  1.7221707703E+10  5.8340426388E-02  7.5041930688E-01
  1.7221707703E+10  6.2996052495E-02  7.5070106533E-01
  1.7221707703E+10  6.8023202359E-02  7.5100769239E-01
  1.7221707703E+10  7.3451523959E-02  7.5134157513E-01
  1.7221707703E+10  7.9313031213E-02  7.5170535977E-01
  1.7221707703E+10  8.5642292783E-02  7.5210198422E-01
  1.7221707703E+10  9.2476635943E-02  7.5253471537E-01
  1.7221707703E+10  9.9856366727E-02  7.5300719183E-01
  1.7221707703E+10  1.0782500763E-01  7.5352347300E-01
  1.7221707703E+10  1.1642955428E-01  7.5408809562E-01
  1.7221707703E+10  1.2572075261E-01  7.5470613885E-01
  1.7221707703E+10  1.3575339814E-01  7.5538329966E-01
  1.7221707703E+10  1.4658665911E-01  7.5612597987E-01
  1.7221707703E+10  1.5828442547E-01  7.5694138729E-01
  1.7221707703E+10  1.7091568562E-01  7.5783765307E-01
  1.7221707703E+10  1.8455493335E-01  7.5882396846E-01
  1.7221707703E+10  1.9928260709E-01  7.5991074412E-01
  1.7221707703E+10  2.1518556436E-01  7.6110979636E-01
  1.7221707703E+10  2.3235759400E-01  7.6243456504E-01
  1.7221707703E+10  2.5089996929E-01  7.6390036908E-01
  1.7221707703E+10  2.7092204523E-01  7.6552470638E-01
  1.7221707703E+10  2.9254190344E-01  7.6732760663E-01
  1.7221707703E+10  3.1588704860E-01  7.6933204677E-01
  1.7221707703E+10  3.4109516039E-01  7.7156444125E-01
  1.7221707703E+10  3.6831490545E-01  7.7405522145E-01
  1.7221707703E+10  3.9770681421E-01  7.7683952087E-01
  1.7221707703E+10  4.2944422755E-01  7.7995798711E-01
  1.7221707703E+10  4.6371431916E-01  7.8345774458E-01
  1.7221707703E+10  5.0071919938E-01  7.8739353700E-01
  1.7221707703E+10  5.4067710714E-01  7.9182908589E-01
  1.7221707703E+10  5.8382369709E-01  7.9683870857E-01
  1.7221707703E+10  6.3041342936E-01  8.0250924567E-01
  1.7221707703E+10  6.8072107024E-01  8.0894235856E-01
  1.7221707703E+10  7.3504331267E-01  8.1625727122E-01
  1.7221707703E+10  7.9370052598E-01  8.2459405377E-01
  1.7221707703E+10  8.5703864533E-01  8.3411755225E-01
  1.7221707703E+10  9.2543121183E-01  8.4502209038E-01
  1.7221707703E+10  9.9928157557E-01  8.5753712228E-01
  1.7221707703E+10  1.0790252744E+00  8.7193402992E-01
  1.7221707703E+10  1.1651326025E+00  8.8853428503E-01
  1.7221707703E+10  1.2581113840E+00  9.0771931324E-01
  1.7221707703E+10  1.3585099681E+00  9.2994238117E-01
  1.7221707703E+10  1.4669204626E+00  9.5574296441E-01
  1.7221707703E+10  1.5839822262E+00  9.8576415332E-01
  1.7221707703E+10  1.7103856391E+00  1.0207737057E+00
  1.7221707703E+10  1.8468761745E+00  1.0616896312E+00
  1.7221707703E+10  1.9942587952E+00  1.1096112036E+00
  1.7221707703E+10  2.1534027008E+00  1.1658567022E+00
  1.7221707703E+10  2.3252464539E+00  1.2320093032E+00
  1.7221707703E+10  2.5108035155E+00  1.3099729469E+00
  1.7221707703E+10  2.7111682218E+00  1.4020404897E+00
  1.7221707703E+10  2.9275222379E+00  1.5109767425E+00
  1.7221707703E+10  3.1611415273E+00  1.6401199167E+00
  1.7221707703E+10  3.4134038766E+00  1.7935055729E+00
  1.7221707703E+10  3.6857970212E+00  1.9760181169E+00
  1.7221707703E+10  3.9799274192E+00  2.1935762333E+00
  1.7221707703E+10  4.2975297259E+00  2.4533600157E+00
  1.7221707703E+10  4.6404770237E+00  2.7640893054E+00
  1.7221707703E+10  5.0107918691E+00  3.1363650752E+00
  1.7221707703E+10  5.4106582205E+00  3.5830884768E+00
  1.7221707703E+10  5.8424343185E+00  4.1199756184E+00
  1.7221707703E+10  6.3086665938E+00  4.7661903446E+00
  1.7221707703E+10  6.8121046848E+00  5.5451226357E+00
  1.7221707703E+10  7.3557176540E+00  6.4853468236E+00
  1.7221707703E+10  7.9427114979E+00  7.6218019887E+00
  1.7221707703E+10  8.5765480550E+00  8.9972470459E+00
  1.7221707703E+10  9.2609654221E+00  1.0664055661E+01
  1.7221707703E+10  1.0000000000E+01  1.2686431846E+01
  2.2087502819E+10  5.0000000000E-03  7.5032069722E-01
  2.2087502819E+10  5.3990051491E-03  7.5034430557E-01
  2.2087502819E+10  5.8298513201E-03  7.5036981613E-01
  2.2087502819E+10  6.2950794591E-03  7.5039738374E-01
  2.2087502819E+10  6.7974332828E-03  7.5042717608E-01
  2.2087502819E+10  7.3398754590E-03  7.5045937483E-01
  2.2087502819E+10  7.9256050794E-03  7.5049417680E-01
  2.2087502819E+10  8.5580765267E-03  7.5053179538E-01
  2.2087502819E+10  9.2410198469E-03  7.5057246185E-01
  2.2087502819E+10  9.9784627473E-03  7.5061642709E-01
  2.2087502819E+10  1.0774754351E-02  7.5066396325E-01
  2.2087502819E+10  1.1634590844E-02  7.5071536567E-01
  2.2087502819E+10  1.2563043175E-02  7.5077095502E-01
  2.2087502819E+10  1.3565586958E-02  7.5083107956E-01
  2.2087502819E+10  1.4648134767E-02  7.5089611770E-01
  2.2087502819E+10  1.5817071007E-02  7.5096648080E-01
  2.2087502819E+10  1.7079289562E-02  7.5104261626E-01
  2.2087502819E+10  1.8442234458E-02  7.5112501094E-01
  2.2087502819E+10  1.9913943760E-02  7.5121419494E-01
  2.2087502819E+10  2.1503096980E-02  7.5131074575E-01
  2.2087502819E+10  2.3219066263E-02  7.5141529293E-01
  2.2087502819E+10  2.5071971662E-02  7.5152852325E-01
  2.2087502819E+10  2.7072740821E-02  7.5165118644E-01
  2.2087502819E+10  2.9233173419E-02  7.5178410156E-01
  2.2087502819E+10  3.1566010763E-02  7.5192816418E-01
  2.2087502819E+10  3.4085010929E-02  7.5208435430E-01
  2.2087502819E+10  3.6805029903E-02  7.5225374535E-01
  2.2087502819E+10  3.9742109192E-02  7.5243751415E-01
  2.2087502819E+10  4.2913570433E-02  7.5263695225E-01
  2.2087502819E+10  4.6338117547E-02  7.5285347852E-01
  2.2087502819E+10  5.0035947047E-02  7.5308865352E-01
  2.2087502819E+10  5.4028867150E-02  7.5334419562E-01
  2.2087502819E+10  5.8340426388E-02  7.5362199926E-01
  2.2087502819E+10  6.2996052495E-02  7.5392415571E-01
  2.2087502819E+10  6.8023202359E-02  7.5425297659E-01
  2.2087502819E+10  7.3451523959E-02  7.5461102065E-01
  2.2087502819E+10  7.9313031213E-02  7.5500112432E-01
  2.2087502819E+10  8.5642292783E-02  7.5542643659E-01
  2.2087502819E+10  9.2476635943E-02  7.5589045894E-01
  2.2087502819E+10  9.9856366727E-02  7.5639709111E-01
  2.2087502819E+10  1.0782500763E-01  7.5695068370E-01
  2.2087502819E+10  1.1642955428E-01  7.5755609865E-01
  2.2087502819E+10  1.2572075261E-01  7.5821877912E-01
  2.2087502819E+10  1.3575339814E-01  7.5894483002E-01
  2.2087502819E+10  1.4658665911E-01  7.5974111145E-01
  2.2087502819E+10  1.5828442547E-01  7.6061534691E-01
  2.2087502819E+10  1.7091568562E-01  7.6157624907E-01
  2.2087502819E+10  1.8455493335E-01  7.6263366624E-01
  2.2087502819E+10  1.9928260709E-01  7.6379875310E-01
  2.2087502819E+10  2.1518556436E-01  7.6508417018E-01
  2.2087502819E+10  2.3235759400E-01  7.6650431742E-01
  2.2087502819E+10  2.5089996929E-01  7.6807560790E-01
  2.2087502819E+10  2.7092204523E-01  7.6981678939E-01
  2.2087502819E+10  2.9254190344E-01  7.7174932242E-01
  2.2087502819E+10  3.1588704860E-01  7.7389782575E-01
  2.2087502819E+10  3.4109516039E-01  7.7629060213E-01
  2.2087502819E+10  3.6831490545E-01  7.7896025966E-01
  2.2087502819E+10  3.9770681421E-01  7.8194444694E-01
  2.2087502819E+10  4.2944422755E-01  7.8528672430E-01
  2.2087502819E+10  4.6371431916E-01  7.8903759697E-01
  2.2087502819E+10  5.0071919938E-01  7.9325574152E-01
  2.2087502819E+10  5.4067710714E-01  7.9800946512E-01
  2.2087502819E+10  5.8382369709E-01  8.0337844366E-01
  2.2087502819E+10  6.3041342936E-01  8.0945579299E-01
  2.2087502819E+10  6.8072107024E-01  8.1635053800E-01
  2.2087502819E+10  7.3504331267E-01  8.2419056159E-01
  2.2087502819E+10  7.9370052598E-01  8.3312613748E-01
  2.2087502819E+10  8.5703864533E-01  8.4333415810E-01
  2.2087502819E+10  9.2543121183E-01  8.5502319530E-01
  2.2087502819E+10  9.9928157557E-01  8.6843959073E-01
  2.2087502819E+10  1.0790252744E+00  8.8387477573E-01
  2.2087502819E+10  1.1651326025E+00  9.0167406772E-01
  2.2087502819E+10  1.2581113840E+00  9.2224730875E-01
  2.2087502819E+10  1.3585099681E+00  9.4608167771E-01
  2.2087502819E+10  1.4669204626E+00  9.7375720338E-01
  2.2087502819E+10  1.5839822262E+00  1.0059655382E+00
  2.2087502819E+10  1.7103856391E+00  1.0435327048E+00
  2.2087502819E+10  1.8468761745E+00  1.0874467152E+00
  2.2087502819E+10  1.9942587952E+00  1.1388911052E+00
  2.2087502819E+10  2.1534027008E+00  1.1992857117E+00
  2.2087502819E+10  2.3252464539E+00  1.2703363357E+00
  2.2087502819E+10  2.5108035155E+00  1.3540951713E+00
  2.2087502819E+10  2.7111682218E+00  1.4530345912E+00
  2.2087502819E+10  2.9275222379E+00  1.5701371074E+00
  2.2087502819E+10  3.1611415273E+00  1.7090052624E+00
  2.2087502819E+10  3.4134038766E+00  1.8739960277E+00
  2.2087502819E+10  3.6857970212E+00  2.0703851623E+00
  2.2087502819E+10  3.9799274192E+00  2.3045684312E+00
  2.2087502819E+10  4.2975297259E+00  2.5843082430E+00
  2.2087502819E+10  4.6404770237E+00  2.9190360775E+00
  2.2087502819E+10  5.0107918691E+00  3.3202236239E+00
  2.2087502819E+10  5.4106582205E+00  3.8018385943E+00
  2.2087502819E+10  5.8424343185E+00  4.3809049783E+00
  2.2087502819E+10  6.3086665938E+00  5.0781921794E+00
  2.2087502819E+10  6.8121046848E+00  5.9190632575E+00
  2.2087502819E+10  7.3557176540E+00  6.9345197766E+00
  2.2087502819E+10  7.9427114979E+00  8.1624897364E+00
  2.2087502819E+10  8.5765480550E+00  9.6494162565E+00
  2.2087502819E+10  9.2609654221E+00  1.1452218598E+01
  2.2087502819E+10  1.0000000000E+01  1.3640714425E+01
  2.8328072290E+10  5.0000000000E-03  7.5356453988E-01
  2.8328072290E+10  5.3990051491E-03  7.5358988430E-01
  2.8328072290E+10  5.8298513201E-03  7.5361727079E-01
  2.8328072290E+10  6.2950794591E-03  7.5364686555E-01
  2.8328072290E+10  6.7974332828E-03  7.5367884859E-01
  2.8328072290E+10  7.3398754590E-03  7.5371341493E-01
  2.8328072290E+10  7.9256050794E-03  7.5375077586E-01
  2.8328072290E+10  8.5580765267E-03  7.5379116042E-01
  2.8328072290E+10  9.2410198469E-03  7.5383481690E-01
  2.8328072290E+10  9.9784627473E-03  7.5388201460E-01
  2.8328072290E+10  1.0774754351E-02  7.5393304564E-01
  2.8328072290E+10  1.1634590844E-02  7.5398822708E-01
  2.8328072290E+10  1.2563043175E-02  7.5404790311E-01
  2.8328072290E+10  1.3565586958E-02  7.5411244756E-01
  2.8328072290E+10  1.4648134767E-02  7.5418226661E-01
  2.8328072290E+10  1.5817071007E-02  7.5425780183E-01
  2.8328072290E+10  1.7079289562E-02  7.5433953343E-01
  2.8328072290E+10  1.8442234458E-02  7.5442798401E-01
  2.8328072290E+10  1.9913943760E-02  7.5452372253E-01
  2.8328072290E+10  2.1503096980E-02  7.5462736884E-01
  2.8328072290E+10  2.3219066263E-02  7.5473959867E-01
  2.8328072290E+10  2.5071971662E-02  7.5486114914E-01
  2.8328072290E+10  2.7072740821E-02  7.5499282491E-01
  2.8328072290E+10  2.9233173419E-02  7.5513550506E-01
  2.8328072290E+10  3.1566010763E-02  7.5529015077E-01
  2.8328072290E+10  3.4085010929E-02  7.5545781380E-01
  2.8328072290E+10  3.6805029903E-02  7.5563964617E-01
  2.8328072290E+10  3.9742109192E-02  7.5583691084E-01
  2.8328072290E+10  4.2913570433E-02  7.5605099384E-01
  2.8328072290E+10  4.6338117547E-02  7.5628341784E-01
  2.8328072290E+10  5.0035947047E-02  7.5653585748E-01
  2.8328072290E+10  5.4028867150E-02  7.5681015674E-01
  2.8328072290E+10  5.8340426388E-02  7.5710834847E-01
  2.8328072290E+10  6.2996052495E-02  7.5743267667E-01
  2.8328072290E+10  6.8023202359E-02  7.5778562172E-01
  2.8328072290E+10  7.3451523959E-02  7.5816992910E-01
  2.8328072290E+10  7.9313031213E-02  7.5858864213E-01
  2.8328072290E+10  8.5642292783E-02  7.5904513942E-01
  2.8328072290E+10  9.2476635943E-02  7.5954317763E-01
  2.8328072290E+10  9.9856366727E-02  7.6008694061E-01
  2.8328072290E+10  1.0782500763E-01  7.6068109575E-01
