 #  virial mass [solar mass]    red-shift        dndM 
  9.2597173055E+07  3.1566010763E-02  1.0056977847E-07
  9.2597173055E+07  3.4085010929E-02  1.0074682901E-07
  9.2597173055E+07  3.6805029903E-02  1.0093829707E-07
  9.2597173055E+07  3.9742109192E-02  1.0114537790E-07
  9.2597173055E+07  4.2913570433E-02  1.0136936865E-07
  9.2597173055E+07  4.6338117547E-02  1.0161167710E-07
  9.2597173055E+07  5.0035947047E-02  1.0187383164E-07
  9.2597173055E+07  5.4028867150E-02  1.0215749222E-07
  9.2597173055E+07  5.8340426388E-02  1.0246446186E-07
  9.2597173055E+07  6.2996052495E-02  1.0279669905E-07
  9.2597173055E+07  6.8023202359E-02  1.0315633205E-07
  9.2597173055E+07  7.3451523959E-02  1.0354567330E-07
  9.2597173055E+07  7.9313031213E-02  1.0396723567E-07
  9.2597173055E+07  8.5642292783E-02  1.0442375209E-07
  9.2597173055E+07  9.2476635943E-02  1.0491819713E-07
  9.2597173055E+07  9.9856366727E-02  1.0545381011E-07
  9.2597173055E+07  1.0782500763E-01  1.0603411458E-07
  9.2597173055E+07  1.1642955428E-01  1.0666294219E-07
  9.2597173055E+07  1.2572075261E-01  1.0734445872E-07
  9.2597173055E+07  1.3575339814E-01  1.0808318960E-07
  9.2597173055E+07  1.4658665911E-01  1.0888405185E-07
  9.2597173055E+07  1.5828442547E-01  1.0975237611E-07
  9.2597173055E+07  1.7091568562E-01  1.1069393130E-07
  9.2597173055E+07  1.8455493335E-01  1.1171494668E-07
  9.2597173055E+07  1.9928260709E-01  1.1282215318E-07
  9.2597173055E+07  2.1518556436E-01  1.1402283364E-07
  9.2597173055E+07  2.3235759400E-01  1.1532488647E-07
  9.2597173055E+07  2.5089996929E-01  1.1673687282E-07
  9.2597173055E+07  2.7092204523E-01  1.1826799180E-07
  9.2597173055E+07  2.9254190344E-01  1.1992806480E-07
  9.2597173055E+07  3.1588704860E-01  1.2172757652E-07
  9.2597173055E+07  3.4109516039E-01  1.2367771612E-07
  9.2597173055E+07  3.6831490545E-01  1.2579042488E-07
  9.2597173055E+07  3.9770681421E-01  1.2807831309E-07
  9.2597173055E+07  4.2944422755E-01  1.3055446376E-07
  9.2597173055E+07  4.6371431916E-01  1.3323257759E-07
  9.2597173055E+07  5.0071919938E-01  1.3612703032E-07
  9.2597173055E+07  5.4067710714E-01  1.3925271799E-07
  9.2597173055E+07  5.8382369709E-01  1.4262479198E-07
  9.2597173055E+07  6.3041342936E-01  1.4625816115E-07
  9.2597173055E+07  6.8072107024E-01  1.5016741864E-07
  9.2597173055E+07  7.3504331267E-01  1.5436710579E-07
  9.2597173055E+07  7.9370052598E-01  1.5887107542E-07
  9.2597173055E+07  8.5703864533E-01  1.6369163291E-07
  9.2597173055E+07  9.2543121183E-01  1.6883839986E-07
  9.2597173055E+07  9.9928157557E-01  1.7431944833E-07
  9.2597173055E+07  1.0790252744E+00  1.8013972145E-07
  9.2597173055E+07  1.1651326025E+00  1.8629823800E-07
  9.2597173055E+07  1.2581113840E+00  1.9278963053E-07
  9.2597173055E+07  1.3585099681E+00  1.9960215642E-07
  9.2597173055E+07  1.4669204626E+00  2.0671330560E-07
  9.2597173055E+07  1.5839822262E+00  2.1409254037E-07
  9.2597173055E+07  1.7103856391E+00  2.2169473106E-07
  9.2597173055E+07  1.8468761745E+00  2.2945964731E-07
  9.2597173055E+07  1.9942587952E+00  2.3730934560E-07
  9.2597173055E+07  2.1534027008E+00  2.4514191629E-07
  9.2597173055E+07  2.3252464539E+00  2.5283214942E-07
  9.2597173055E+07  2.5108035155E+00  2.6022239147E-07
  9.2597173055E+07  2.7111682218E+00  2.6712396092E-07
  9.2597173055E+07  2.9275222379E+00  2.7330956006E-07
  9.2597173055E+07  3.1611415273E+00  2.7851345335E-07
  9.2597173055E+07  3.4134038766E+00  2.8243228210E-07
  9.2597173055E+07  3.6857970212E+00  2.8472389706E-07
  9.2597173055E+07  3.9799274192E+00  2.8502174817E-07
  9.2597173055E+07  4.2975297259E+00  2.8294246380E-07
  9.2597173055E+07  4.6404770237E+00  2.7810988891E-07
  9.2597173055E+07  5.0107918691E+00  2.7018818983E-07
  9.2597173055E+07  5.4106582205E+00  2.3630607091E-07
  9.2597173055E+07  5.8424343185E+00  2.7713108484E-08
  9.2597173055E+07  6.3086665938E+00  2.1898622768E-09
  9.2597173055E+07  6.8121046848E+00  2.6335686139E-10
  9.2597173055E+07  7.3557176540E+00  4.4230655705E-11
  9.2597173055E+07  7.9427114979E+00  9.3173423546E-12
  9.2597173055E+07  8.5765480550E+00  2.2751761852E-12
  9.2597173055E+07  9.2609654221E+00  8.5362327901E-13
  9.2597173055E+07  1.0000000000E+01  2.2860931362E-13
  1.1875943757E+08  5.0000000000E-03  6.1391921906E-08
  1.1875943757E+08  5.3990051491E-03  6.1408918497E-08
  1.1875943757E+08  5.8298513201E-03  6.1427276280E-08
  1.1875943757E+08  6.2950794591E-03  6.1447104700E-08
  1.1875943757E+08  6.7974332828E-03  6.1468522015E-08
  1.1875943757E+08  7.3398754590E-03  6.1491656133E-08
  1.1875943757E+08  7.9256050794E-03  6.1516645282E-08
  1.1875943757E+08  8.5580765267E-03  6.1543638966E-08
  1.1875943757E+08  9.2410198469E-03  6.1572798851E-08
  1.1875943757E+08  9.9784627473E-03  6.1604299780E-08
  1.1875943757E+08  1.0774754351E-02  6.1638330853E-08
  1.1875943757E+08  1.1634590844E-02  6.1675096627E-08
  1.1875943757E+08  1.2563043175E-02  6.1714818439E-08
  1.1875943757E+08  1.3565586958E-02  6.1757735789E-08
  1.1875943757E+08  1.4648134767E-02  6.1804107824E-08
  1.1875943757E+08  1.5817071007E-02  6.1854215068E-08
  1.1875943757E+08  1.7079289562E-02  6.1908361224E-08
  1.1875943757E+08  1.8442234458E-02  6.1966875048E-08
  1.1875943757E+08  1.9913943760E-02  6.2030112607E-08
  1.1875943757E+08  2.1503096980E-02  6.2098459540E-08
  1.1875943757E+08  2.3219066263E-02  6.2172333621E-08
  1.1875943757E+08  2.5071971662E-02  6.2252187585E-08
  1.1875943757E+08  2.7072740821E-02  6.2338512035E-08
  1.1875943757E+08  2.9233173419E-02  6.2431838822E-08
  1.1875943757E+08  3.1566010763E-02  6.2532744578E-08
  1.1875943757E+08  3.4085010929E-02  6.2641854675E-08
  1.1875943757E+08  3.6805029903E-02  6.2759847488E-08
  1.1875943757E+08  3.9742109192E-02  6.2887458984E-08
  1.1875943757E+08  4.2913570433E-02  6.3025487718E-08
  1.1875943757E+08  4.6338117547E-02  6.3174800339E-08
  1.1875943757E+08  5.0035947047E-02  6.3336337803E-08
  1.1875943757E+08  5.4028867150E-02  6.3511121863E-08
  1.1875943757E+08  5.8340426388E-02  6.3700262118E-08
  1.1875943757E+08  6.2996052495E-02  6.3904963782E-08
  1.1875943757E+08  6.8023202359E-02  6.4126536289E-08
  1.1875943757E+08  7.3451523959E-02  6.4366401851E-08
  1.1875943757E+08  7.9313031213E-02  6.4626106041E-08
  1.1875943757E+08  8.5642292783E-02  6.4907329831E-08
  1.1875943757E+08  9.2476635943E-02  6.5211902791E-08
  1.1875943757E+08  9.9856366727E-02  6.5541816016E-08
  1.1875943757E+08  1.0782500763E-01  6.5899234348E-08
  1.1875943757E+08  1.1642955428E-01  6.6286512110E-08
  1.1875943757E+08  1.2572075261E-01  6.6706207663E-08
  1.1875943757E+08  1.3575339814E-01  6.7161100605E-08
  1.1875943757E+08  1.4658665911E-01  6.7654209143E-08
  1.1875943757E+08  1.5828442547E-01  6.8188803730E-08
  1.1875943757E+08  1.7091568562E-01  6.8768420368E-08
  1.1875943757E+08  1.8455493335E-01  6.9396876609E-08
  1.1875943757E+08  1.9928260709E-01  7.0078295431E-08
  1.1875943757E+08  2.1518556436E-01  7.0817135664E-08
  1.1875943757E+08  2.3235759400E-01  7.1618234124E-08
  1.1875943757E+08  2.5089996929E-01  7.2486827778E-08
  1.1875943757E+08  2.7092204523E-01  7.3428535375E-08
  1.1875943757E+08  2.9254190344E-01  7.4449350433E-08
  1.1875943757E+08  3.1588704860E-01  7.5555675406E-08
  1.1875943757E+08  3.4109516039E-01  7.6754318390E-08
  1.1875943757E+08  3.6831490545E-01  7.8052544062E-08
  1.1875943757E+08  3.9770681421E-01  7.9457991616E-08
  1.1875943757E+08  4.2944422755E-01  8.0978585328E-08
  1.1875943757E+08  4.6371431916E-01  8.2622629245E-08
  1.1875943757E+08  5.0071919938E-01  8.4398784212E-08
  1.1875943757E+08  5.4067710714E-01  8.6316021995E-08
  1.1875943757E+08  5.8382369709E-01  8.8383400162E-08
  1.1875943757E+08  6.3041342936E-01  9.0609731036E-08
  1.1875943757E+08  6.8072107024E-01  9.3003670933E-08
  1.1875943757E+08  7.3504331267E-01  9.5573749430E-08
  1.1875943757E+08  7.9370052598E-01  9.8327989559E-08
  1.1875943757E+08  8.5703864533E-01  1.0127323191E-07
  1.1875943757E+08  9.2543121183E-01  1.0441471281E-07
  1.1875943757E+08  9.9928157557E-01  1.0775657266E-07
  1.1875943757E+08  1.0790252744E+00  1.1130072615E-07
  1.1875943757E+08  1.1651326025E+00  1.1504524200E-07
  1.1875943757E+08  1.2581113840E+00  1.1898549812E-07
  1.1875943757E+08  1.3585099681E+00  1.2311231155E-07
  1.1875943757E+08  1.4669204626E+00  1.2740978271E-07
  1.1875943757E+08  1.5839822262E+00  1.3185679218E-07
  1.1875943757E+08  1.7103856391E+00  1.3642229562E-07
  1.1875943757E+08  1.8468761745E+00  1.4106630318E-07
  1.1875943757E+08  1.9942587952E+00  1.4573645226E-07
  1.1875943757E+08  2.1534027008E+00  1.5036610165E-07
  1.1875943757E+08  2.3252464539E+00  1.5487270630E-07
  1.1875943757E+08  2.5108035155E+00  1.5915442520E-07
  1.1875943757E+08  2.7111682218E+00  1.6308873951E-07
  1.1875943757E+08  2.9275222379E+00  1.6653081111E-07
  1.1875943757E+08  3.1611415273E+00  1.6931103940E-07
  1.1875943757E+08  3.4134038766E+00  1.7123895687E-07
  1.1875943757E+08  3.6857970212E+00  1.7210171116E-07
  1.1875943757E+08  3.9799274192E+00  1.7167389964E-07
  1.1875943757E+08  4.2975297259E+00  1.6972580977E-07
  1.1875943757E+08  4.6404770237E+00  1.6603736203E-07
  1.1875943757E+08  5.0107918691E+00  1.6042118453E-07
  1.1875943757E+08  5.4106582205E+00  1.3940791277E-07
  1.1875943757E+08  5.8424343185E+00  1.6227783369E-08
  1.1875943757E+08  6.3086665938E+00  1.2712077485E-09
  1.1875943757E+08  6.8121046848E+00  1.5133625043E-10
  1.1875943757E+08  7.3557176540E+00  2.5118026992E-11
  1.1875943757E+08  7.9427114979E+00  5.2186115392E-12
  1.1875943757E+08  8.5765480550E+00  1.2539049131E-12
  1.1875943757E+08  9.2609654221E+00  4.6164595817E-13
  1.1875943757E+08  1.0000000000E+01  1.2092774539E-13
  1.5231354854E+08  5.0000000000E-03  3.8188257489E-08
  1.5231354854E+08  5.3990051491E-03  3.8198734528E-08
  1.5231354854E+08  5.8298513201E-03  3.8210050603E-08
  1.5231354854E+08  6.2950794591E-03  3.8222273159E-08
  1.5231354854E+08  6.7974332828E-03  3.8235475094E-08
  1.5231354854E+08  7.3398754590E-03  3.8249735224E-08
  1.5231354854E+08  7.9256050794E-03  3.8265138758E-08
  1.5231354854E+08  8.5580765267E-03  3.8281777824E-08
  1.5231354854E+08  9.2410198469E-03  3.8299752058E-08
  1.5231354854E+08  9.9784627473E-03  3.8319169205E-08
  1.5231354854E+08  1.0774754351E-02  3.8340145816E-08
  1.5231354854E+08  1.1634590844E-02  3.8362807948E-08
  1.5231354854E+08  1.2563043175E-02  3.8387291998E-08
  1.5231354854E+08  1.3565586958E-02  3.8413745542E-08
  1.5231354854E+08  1.4648134767E-02  3.8442328280E-08
  1.5231354854E+08  1.5817071007E-02  3.8473213058E-08
  1.5231354854E+08  1.7079289562E-02  3.8506586988E-08
  1.5231354854E+08  1.8442234458E-02  3.8542652643E-08
  1.5231354854E+08  1.9913943760E-02  3.8581629394E-08
  1.5231354854E+08  2.1503096980E-02  3.8623754836E-08
  1.5231354854E+08  2.3219066263E-02  3.8669286365E-08
  1.5231354854E+08  2.5071971662E-02  3.8718502850E-08
  1.5231354854E+08  2.7072740821E-02  3.8771706508E-08
  1.5231354854E+08  2.9233173419E-02  3.8829224934E-08
  1.5231354854E+08  3.1566010763E-02  3.8891413296E-08
  1.5231354854E+08  3.4085010929E-02  3.8958656763E-08
  1.5231354854E+08  3.6805029903E-02  3.9031373076E-08
  1.5231354854E+08  3.9742109192E-02  3.9110015374E-08
  1.5231354854E+08  4.2913570433E-02  3.9195075302E-08
  1.5231354854E+08  4.6338117547E-02  3.9287086459E-08
  1.5231354854E+08  5.0035947047E-02  3.9386628100E-08
  1.5231354854E+08  5.4028867150E-02  3.9494329158E-08
  1.5231354854E+08  5.8340426388E-02  3.9610872453E-08
  1.5231354854E+08  6.2996052495E-02  3.9736999731E-08
  1.5231354854E+08  6.8023202359E-02  3.9873516426E-08
  1.5231354854E+08  7.3451523959E-02  4.0021297334E-08
  1.5231354854E+08  7.9313031213E-02  4.0181293197E-08
  1.5231354854E+08  8.5642292783E-02  4.0354537935E-08
  1.5231354854E+08  9.2476635943E-02  4.0542156781E-08
  1.5231354854E+08  9.9856366727E-02  4.0745373265E-08
  1.5231354854E+08  1.0782500763E-01  4.0965517551E-08
  1.5231354854E+08  1.1642955428E-01  4.1204036089E-08
  1.5231354854E+08  1.2572075261E-01  4.1462500065E-08
  1.5231354854E+08  1.3575339814E-01  4.1742616706E-08
  1.5231354854E+08  1.4658665911E-01  4.2046238201E-08
  1.5231354854E+08  1.5828442547E-01  4.2375370758E-08
  1.5231354854E+08  1.7091568562E-01  4.2732181360E-08
  1.5231354854E+08  1.8455493335E-01  4.3119009196E-08
  1.5231354854E+08  1.9928260709E-01  4.3538379327E-08
  1.5231354854E+08  2.1518556436E-01  4.3993021474E-08
  1.5231354854E+08  2.3235759400E-01  4.4485897090E-08
  1.5231354854E+08  2.5089996929E-01  4.5020208050E-08
  1.5231354854E+08  2.7092204523E-01  4.5599385162E-08
  1.5231354854E+08  2.9254190344E-01  4.6227085797E-08
  1.5231354854E+08  3.1588704860E-01  4.6907216358E-08
  1.5231354854E+08  3.4109516039E-01  4.7643918033E-08
  1.5231354854E+08  3.6831490545E-01  4.8441605848E-08
  1.5231354854E+08  3.9770681421E-01  4.9304903535E-08
  1.5231354854E+08  4.2944422755E-01  5.0238609867E-08
  1.5231354854E+08  4.6371431916E-01  5.1247751968E-08
  1.5231354854E+08  5.0071919938E-01  5.2337540932E-08
  1.5231354854E+08  5.4067710714E-01  5.3513370686E-08
  1.5231354854E+08  5.8382369709E-01  5.4780641672E-08
  1.5231354854E+08  6.3041342936E-01  5.6144545882E-08
  1.5231354854E+08  6.8072107024E-01  5.7610209793E-08
  1.5231354854E+08  7.3504331267E-01  5.9182607162E-08
  1.5231354854E+08  7.9370052598E-01  6.0866347061E-08
  1.5231354854E+08  8.5703864533E-01  6.2665164992E-08
  1.5231354854E+08  9.2543121183E-01  6.4581859109E-08
  1.5231354854E+08  9.9928157557E-01  6.6618442902E-08
  1.5231354854E+08  1.0790252744E+00  6.8775330216E-08
  1.5231354854E+08  1.1651326025E+00  7.1050531115E-08
  1.5231354854E+08  1.2581113840E+00  7.3440337816E-08
  1.5231354854E+08  1.3585099681E+00  7.5937791091E-08
  1.5231354854E+08  1.4669204626E+00  7.8531871738E-08
  1.5231354854E+08  1.5839822262E+00  8.1208005422E-08
  1.5231354854E+08  1.7103856391E+00  8.3945069565E-08
  1.5231354854E+08  1.8468761745E+00  8.6716566390E-08
  1.5231354854E+08  1.9942587952E+00  8.9487459339E-08
  1.5231354854E+08  2.1534027008E+00  9.2214316318E-08
  1.5231354854E+08  2.3252464539E+00  9.4842836862E-08
  1.5231354854E+08  2.5108035155E+00  9.7307447000E-08
  1.5231354854E+08  2.7111682218E+00  9.9528829023E-08
  1.5231354854E+08  2.9275222379E+00  1.0141485820E-07
  1.5231354854E+08  3.1611415273E+00  1.0285791408E-07
  1.5231354854E+08  3.4134038766E+00  1.0373859177E-07
  1.5231354854E+08  3.6857970212E+00  1.0392539599E-07
  1.5231354854E+08  3.9799274192E+00  1.0328058008E-07
  1.5231354854E+08  4.2975297259E+00  1.0166776640E-07
  1.5231354854E+08  4.6404770237E+00  9.8960388451E-08
  1.5231354854E+08  5.0107918691E+00  9.5056793717E-08
  1.5231354854E+08  5.4106582205E+00  8.2046718099E-08
  1.5231354854E+08  5.8424343185E+00  9.4754795440E-09
  1.5231354854E+08  6.3086665938E+00  7.3545953825E-10
  1.5231354854E+08  6.8121046848E+00  8.6619967958E-11
  1.5231354854E+08  7.3557176540E+00  1.4197490165E-11
  1.5231354854E+08  7.9427114979E+00  2.9067940628E-12
  1.5231354854E+08  8.5765480550E+00  6.8655927370E-13
  1.5231354854E+08  9.2609654221E+00  2.4774628359E-13
  1.5231354854E+08  1.0000000000E+01  6.3388910388E-14
  1.9534798701E+08  5.0000000000E-03  2.3760576295E-08
  1.9534798701E+08  5.3990051491E-03  2.3767034801E-08
  1.9534798701E+08  5.8298513201E-03  2.3774010506E-08
  1.9534798701E+08  6.2950794591E-03  2.3781544974E-08
  1.9534798701E+08  6.7974332828E-03  2.3789683141E-08
  1.9534798701E+08  7.3398754590E-03  2.3798473584E-08
  1.9534798701E+08  7.9256050794E-03  2.3807968816E-08
  1.9534798701E+08  8.5580765267E-03  2.3818225624E-08
  1.9534798701E+08  9.2410198469E-03  2.3829305410E-08
  1.9534798701E+08  9.9784627473E-03  2.3841274589E-08
  1.9534798701E+08  1.0774754351E-02  2.3854204975E-08
  1.9534798701E+08  1.1634590844E-02  2.3868174264E-08
  1.9534798701E+08  1.2563043175E-02  2.3883266504E-08
  1.9534798701E+08  1.3565586958E-02  2.3899572639E-08
  1.9534798701E+08  1.4648134767E-02  2.3917191075E-08
  1.9534798701E+08  1.5817071007E-02  2.3936228317E-08
  1.9534798701E+08  1.7079289562E-02  2.3956799665E-08
  1.9534798701E+08  1.8442234458E-02  2.3979029933E-08
  1.9534798701E+08  1.9913943760E-02  2.4003054288E-08
  1.9534798701E+08  2.1503096980E-02  2.4029019112E-08
  1.9534798701E+08  2.3219066263E-02  2.4057082978E-08
  1.9534798701E+08  2.5071971662E-02  2.4087417676E-08
  1.9534798701E+08  2.7072740821E-02  2.4120209384E-08
  1.9534798701E+08  2.9233173419E-02  2.4155659881E-08
  1.9534798701E+08  3.1566010763E-02  2.4193987941E-08
  1.9534798701E+08  3.4085010929E-02  2.4235430768E-08
  1.9534798701E+08  3.6805029903E-02  2.4280245594E-08
  1.9534798701E+08  3.9742109192E-02  2.4328711439E-08
  1.9534798701E+08  4.2913570433E-02  2.4381131012E-08
  1.9534798701E+08  4.6338117547E-02  2.4437832860E-08
  1.9534798701E+08  5.0035947047E-02  2.4499173571E-08
  1.9534798701E+08  5.4028867150E-02  2.4565540219E-08
  1.9534798701E+08  5.8340426388E-02  2.4637353088E-08
  1.9534798701E+08  6.2996052495E-02  2.4715068552E-08
  1.9534798701E+08  6.8023202359E-02  2.4799182052E-08
  1.9534798701E+08  7.3451523959E-02  2.4890231714E-08
  1.9534798701E+08  7.9313031213E-02  2.4988802386E-08
  1.9534798701E+08  8.5642292783E-02  2.5095530070E-08
  1.9534798701E+08  9.2476635943E-02  2.5211106563E-08
  1.9534798701E+08  9.9856366727E-02  2.5336283660E-08
  1.9534798701E+08  1.0782500763E-01  2.5471878746E-08
  1.9534798701E+08  1.1642955428E-01  2.5618780282E-08
  1.9534798701E+08  1.2572075261E-01  2.5777953339E-08
  1.9534798701E+08  1.3575339814E-01  2.5950446243E-08
  1.9534798701E+08  1.4658665911E-01  2.6137395470E-08
  1.9534798701E+08  1.5828442547E-01  2.6340031270E-08
  1.9534798701E+08  1.7091568562E-01  2.6559681630E-08
  1.9534798701E+08  1.8455493335E-01  2.6797779594E-08
  1.9534798701E+08  1.9928260709E-01  2.7055871226E-08
  1.9534798701E+08  2.1518556436E-01  2.7335627696E-08
  1.9534798701E+08  2.3235759400E-01  2.7638861659E-08
  1.9534798701E+08  2.5089996929E-01  2.7967529539E-08
  1.9534798701E+08  2.7092204523E-01  2.8323725513E-08
  1.9534798701E+08  2.9254190344E-01  2.8709681698E-08
  1.9534798701E+08  3.1588704860E-01  2.9127778597E-08
  1.9534798701E+08  3.4109516039E-01  2.9580534919E-08
  1.9534798701E+08  3.6831490545E-01  3.0070630305E-08
  1.9534798701E+08  3.9770681421E-01  3.0600861045E-08
  1.9534798701E+08  4.2944422755E-01  3.1174132846E-08
  1.9534798701E+08  4.6371431916E-01  3.1793483898E-08
  1.9534798701E+08  5.0071919938E-01  3.2462045742E-08
  1.9534798701E+08  5.4067710714E-01  3.3183054774E-08
  1.9534798701E+08  5.8382369709E-01  3.3959719945E-08
  1.9534798701E+08  6.3041342936E-01  3.4795091943E-08
  1.9534798701E+08  6.8072107024E-01  3.5692197244E-08
  1.9534798701E+08  7.3504331267E-01  3.6653918823E-08
  1.9534798701E+08  7.9370052598E-01  3.7682875720E-08
  1.9534798701E+08  8.5703864533E-01  3.8781063784E-08
  1.9534798701E+08  9.2543121183E-01  3.9949937677E-08
  1.9534798701E+08  9.9928157557E-01  4.1190387801E-08
  1.9534798701E+08  1.0790252744E+00  4.2502158359E-08
  1.9534798701E+08  1.1651326025E+00  4.3883540319E-08
  1.9534798701E+08  1.2581113840E+00  4.5331676498E-08
  1.9534798701E+08  1.3585099681E+00  4.6841432196E-08
  1.9534798701E+08  1.4669204626E+00  4.8405260553E-08
  1.9534798701E+08  1.5839822262E+00  5.0013136451E-08
  1.9534798701E+08  1.7103856391E+00  5.1650837864E-08
  1.9534798701E+08  1.8468761745E+00  5.3300784836E-08
  1.9534798701E+08  1.9942587952E+00  5.4939686646E-08
  1.9534798701E+08  2.1534027008E+00  5.6539264923E-08
  1.9534798701E+08  2.3252464539E+00  5.8063945746E-08
  1.9534798701E+08  2.5108035155E+00  5.9471546931E-08
  1.9534798701E+08  2.7111682218E+00  6.0710985985E-08
  1.9534798701E+08  2.9275222379E+00  6.1723687566E-08
  1.9534798701E+08  3.1611415273E+00  6.2441800435E-08
  1.9534798701E+08  3.4134038766E+00  6.2790599228E-08
  1.9534798701E+08  3.6857970212E+00  6.2689439807E-08
  1.9534798701E+08  3.9799274192E+00  6.2054866448E-08
  1.9534798701E+08  4.2975297259E+00  6.0806656220E-08
  1.9534798701E+08  4.6404770237E+00  5.8873559275E-08
  1.9534798701E+08  5.0107918691E+00  5.6202754835E-08
  1.9534798701E+08  5.4106582205E+00  4.8162665530E-08
  1.9534798701E+08  5.8424343185E+00  5.5158275794E-09
