 #  virial mass [solar mass]    red-shift        dndM 
  2.6598102713E+11  1.8455493335E-01  3.0012799314E-14
  2.6598102713E+11  1.9928260709E-01  3.0173021316E-14
  2.6598102713E+11  2.1518556436E-01  3.0344173069E-14
  2.6598102713E+11  2.3235759400E-01  3.0526670012E-14
  2.6598102713E+11  2.5089996929E-01  3.0720841676E-14
  2.6598102713E+11  2.7092204523E-01  3.0926928801E-14
  2.6598102713E+11  2.9254190344E-01  3.1145074818E-14
  2.6598102713E+11  3.1588704860E-01  3.1375215577E-14
  2.6598102713E+11  3.4109516039E-01  3.1617089112E-14
  2.6598102713E+11  3.6831490545E-01  3.1870157975E-14
  2.6598102713E+11  3.9770681421E-01  3.2133460439E-14
  2.6598102713E+11  4.2944422755E-01  3.2405442466E-14
  2.6598102713E+11  4.6371431916E-01  3.2684098955E-14
  2.6598102713E+11  5.0071919938E-01  3.2966753449E-14
  2.6598102713E+11  5.4067710714E-01  3.3249931711E-14
  2.6598102713E+11  5.8382369709E-01  3.3528798646E-14
  2.6598102713E+11  6.3041342936E-01  3.3797317947E-14
  2.6598102713E+11  6.8072107024E-01  3.4048244978E-14
  2.6598102713E+11  7.3504331267E-01  3.4272501157E-14
  2.6598102713E+11  7.9370052598E-01  3.4458552989E-14
  2.6598102713E+11  8.5703864533E-01  3.4593192235E-14
  2.6598102713E+11  9.2543121183E-01  3.4660544294E-14
  2.6598102713E+11  9.9928157557E-01  3.4641579465E-14
  2.6598102713E+11  1.0790252744E+00  3.4515302363E-14
  2.6598102713E+11  1.1651326025E+00  3.4257107380E-14
  2.6598102713E+11  1.2581113840E+00  3.3840742104E-14
  2.6598102713E+11  1.3585099681E+00  3.3237630669E-14
  2.6598102713E+11  1.4669204626E+00  3.2418976344E-14
  2.6598102713E+11  1.5839822262E+00  3.1356580634E-14
  2.6598102713E+11  1.7103856391E+00  3.0026192176E-14
  2.6598102713E+11  1.8468761745E+00  2.8409360805E-14
  2.6598102713E+11  1.9942587952E+00  2.6498785876E-14
  2.6598102713E+11  2.1534027008E+00  2.4301143925E-14
  2.6598102713E+11  2.3252464539E+00  2.1842383088E-14
  2.6598102713E+11  2.5108035155E+00  1.9171301226E-14
  2.6598102713E+11  2.7111682218E+00  1.6360763264E-14
  2.6598102713E+11  2.9275222379E+00  1.3506841002E-14
  2.6598102713E+11  3.1611415273E+00  1.0723103688E-14
  2.6598102713E+11  3.4134038766E+00  8.1295142704E-15
  2.6598102713E+11  3.6857970212E+00  5.8372481635E-15
  2.6598102713E+11  3.9799274192E+00  3.9313136606E-15
  2.6598102713E+11  4.2975297259E+00  2.4551863657E-15
  2.6598102713E+11  4.6404770237E+00  1.4027593322E-15
  2.6598102713E+11  5.0107918691E+00  7.2160617617E-16
  2.6598102713E+11  5.4106582205E+00  2.9932610767E-16
  2.6598102713E+11  5.8424343185E+00  1.4617093837E-17
  2.6598102713E+11  6.3086665938E+00  4.1230131227E-19
  2.6598102713E+11  6.8121046848E+00  1.4748382401E-20
  2.6598102713E+11  7.3557176540E+00  5.9346163145E-22
  2.6598102713E+11  7.9427114979E+00  2.3170330855E-23
  2.6598102713E+11  8.5765480550E+00  7.7291835149E-25
  2.6598102713E+11  9.2609654221E+00  2.7558600306E-26
  2.6598102713E+11  1.0000000000E+01  4.5528770772E-28
  3.4113090222E+11  5.0000000000E-03  1.7508296266E-14
  3.4113090222E+11  5.3990051491E-03  1.7511093388E-14
  3.4113090222E+11  5.8298513201E-03  1.7514113625E-14
  3.4113090222E+11  6.2950794591E-03  1.7517374765E-14
  3.4113090222E+11  6.7974332828E-03  1.7520896009E-14
  3.4113090222E+11  7.3398754590E-03  1.7524698085E-14
  3.4113090222E+11  7.9256050794E-03  1.7528803371E-14
  3.4113090222E+11  8.5580765267E-03  1.7533236025E-14
  3.4113090222E+11  9.2410198469E-03  1.7538022122E-14
  3.4113090222E+11  9.9784627473E-03  1.7543189808E-14
  3.4113090222E+11  1.0774754351E-02  1.7548769462E-14
  3.4113090222E+11  1.1634590844E-02  1.7554793873E-14
  3.4113090222E+11  1.2563043175E-02  1.7561298429E-14
  3.4113090222E+11  1.3565586958E-02  1.7568321320E-14
  3.4113090222E+11  1.4648134767E-02  1.7575903749E-14
  3.4113090222E+11  1.5817071007E-02  1.7584090180E-14
  3.4113090222E+11  1.7079289562E-02  1.7592928591E-14
  3.4113090222E+11  1.8442234458E-02  1.7602470729E-14
  3.4113090222E+11  1.9913943760E-02  1.7612772400E-14
  3.4113090222E+11  2.1503096980E-02  1.7623893773E-14
  3.4113090222E+11  2.3219066263E-02  1.7635899724E-14
  3.4113090222E+11  2.5071971662E-02  1.7648860185E-14
  3.4113090222E+11  2.7072740821E-02  1.7662850519E-14
  3.4113090222E+11  2.9233173419E-02  1.7677951923E-14
  3.4113090222E+11  3.1566010763E-02  1.7694251867E-14
  3.4113090222E+11  3.4085010929E-02  1.7711844549E-14
  3.4113090222E+11  3.6805029903E-02  1.7730831326E-14
  3.4113090222E+11  3.9742109192E-02  1.7751321165E-14
  3.4113090222E+11  4.2913570433E-02  1.7773431178E-14
  3.4113090222E+11  4.6338117547E-02  1.7797287073E-14
  3.4113090222E+11  5.0035947047E-02  1.7823023823E-14
  3.4113090222E+11  5.4028867150E-02  1.7850786030E-14
  3.4113090222E+11  5.8340426388E-02  1.7880728053E-14
  3.4113090222E+11  6.2996052495E-02  1.7913014848E-14
  3.4113090222E+11  6.8023202359E-02  1.7947822478E-14
  3.4113090222E+11  7.3451523959E-02  1.7985337990E-14
  3.4113090222E+11  7.9313031213E-02  1.8025760459E-14
  3.4113090222E+11  8.5642292783E-02  1.8069300587E-14
  3.4113090222E+11  9.2476635943E-02  1.8116181376E-14
  3.4113090222E+11  9.9856366727E-02  1.8166638419E-14
  3.4113090222E+11  1.0782500763E-01  1.8220920973E-14
  3.4113090222E+11  1.1642955428E-01  1.8279290610E-14
  3.4113090222E+11  1.2572075261E-01  1.8342019159E-14
  3.4113090222E+11  1.3575339814E-01  1.8409384964E-14
  3.4113090222E+11  1.4658665911E-01  1.8481671908E-14
  3.4113090222E+11  1.5828442547E-01  1.8559164383E-14
  3.4113090222E+11  1.7091568562E-01  1.8642152638E-14
  3.4113090222E+11  1.8455493335E-01  1.8730911306E-14
  3.4113090222E+11  1.9928260709E-01  1.8825699467E-14
  3.4113090222E+11  2.1518556436E-01  1.8926753365E-14
  3.4113090222E+11  2.3235759400E-01  1.9034258357E-14
  3.4113090222E+11  2.5089996929E-01  1.9148340600E-14
  3.4113090222E+11  2.7092204523E-01  1.9269068712E-14
  3.4113090222E+11  2.9254190344E-01  1.9396430782E-14
  3.4113090222E+11  3.1588704860E-01  1.9530268997E-14
  3.4113090222E+11  3.4109516039E-01  1.9670293254E-14
  3.4113090222E+11  3.6831490545E-01  1.9816013334E-14
  3.4113090222E+11  3.9770681421E-01  1.9966633833E-14
  3.4113090222E+11  4.2944422755E-01  2.0120996575E-14
  3.4113090222E+11  4.6371431916E-01  2.0277635550E-14
  3.4113090222E+11  5.0071919938E-01  2.0434637781E-14
  3.4113090222E+11  5.4067710714E-01  2.0589531348E-14
  3.4113090222E+11  5.8382369709E-01  2.0738941536E-14
  3.4113090222E+11  6.3041342936E-01  2.0878790083E-14
  3.4113090222E+11  6.8072107024E-01  2.1004182939E-14
  3.4113090222E+11  7.3504331267E-01  2.1108962950E-14
  3.4113090222E+11  7.9370052598E-01  2.1185529753E-14
  3.4113090222E+11  8.5703864533E-01  2.1225242849E-14
  3.4113090222E+11  9.2543121183E-01  2.1217657275E-14
  3.4113090222E+11  9.9928157557E-01  2.1150617892E-14
  3.4113090222E+11  1.0790252744E+00  2.1010737003E-14
  3.4113090222E+11  1.1651326025E+00  2.0782530084E-14
  3.4113090222E+11  1.2581113840E+00  2.0449907374E-14
  3.4113090222E+11  1.3585099681E+00  1.9995494338E-14
  3.4113090222E+11  1.4669204626E+00  1.9402610156E-14
  3.4113090222E+11  1.5839822262E+00  1.8655375879E-14
  3.4113090222E+11  1.7103856391E+00  1.7741479919E-14
  3.4113090222E+11  1.8468761745E+00  1.6653151585E-14
  3.4113090222E+11  1.9942587952E+00  1.5390597827E-14
  3.4113090222E+11  2.1534027008E+00  1.3963952559E-14
  3.4113090222E+11  2.3252464539E+00  1.2395869160E-14
  3.4113090222E+11  2.5108035155E+00  1.0723491324E-14
  3.4113090222E+11  2.7111682218E+00  8.9981788100E-15
  3.4113090222E+11  2.9275222379E+00  7.2835910126E-15
  3.4113090222E+11  3.1611415273E+00  5.6507605754E-15
  3.4113090222E+11  3.4134038766E+00  4.1700753897E-15
  3.4113090222E+11  3.6857970212E+00  2.9011661003E-15
  3.4113090222E+11  3.9799274192E+00  1.8828427766E-15
  3.4113090222E+11  4.2975297259E+00  1.1258100453E-15
  3.4113090222E+11  4.6404770237E+00  6.1114049435E-16
  3.4113090222E+11  5.0107918691E+00  2.9599843751E-16
  3.4113090222E+11  5.4106582205E+00  1.1436141868E-16
  3.4113090222E+11  5.8424343185E+00  5.1353542710E-18
  3.4113090222E+11  6.3086665938E+00  1.3117931940E-19
  3.4113090222E+11  6.8121046848E+00  4.1728169887E-21
  3.4113090222E+11  7.3557176540E+00  1.4610842878E-22
  3.4113090222E+11  7.9427114979E+00  4.8365689836E-24
  3.4113090222E+11  8.5765480550E+00  1.3260936553E-25
  3.4113090222E+11  9.2609654221E+00  3.7444010999E-27
  3.4113090222E+11  1.0000000000E+01  4.6852663459E-29
  4.3751350878E+11  5.0000000000E-03  1.0959150370E-14
  4.3751350878E+11  5.3990051491E-03  1.0960828247E-14
  4.3751350878E+11  5.8298513201E-03  1.0962639898E-14
  4.3751350878E+11  6.2950794591E-03  1.0964595976E-14
  4.3751350878E+11  6.7974332828E-03  1.0966707981E-14
  4.3751350878E+11  7.3398754590E-03  1.0968988324E-14
  4.3751350878E+11  7.9256050794E-03  1.0971450402E-14
  4.3751350878E+11  8.5580765267E-03  1.0974108672E-14
  4.3751350878E+11  9.2410198469E-03  1.0976978740E-14
  4.3751350878E+11  9.9784627473E-03  1.0980077447E-14
  4.3751350878E+11  1.0774754351E-02  1.0983422961E-14
  4.3751350878E+11  1.1634590844E-02  1.0987034891E-14
  4.3751350878E+11  1.2563043175E-02  1.0990934387E-14
  4.3751350878E+11  1.3565586958E-02  1.0995144276E-14
  4.3751350878E+11  1.4648134767E-02  1.0999689176E-14
  4.3751350878E+11  1.5817071007E-02  1.1004595640E-14
  4.3751350878E+11  1.7079289562E-02  1.1009892296E-14
  4.3751350878E+11  1.8442234458E-02  1.1015610011E-14
  4.3751350878E+11  1.9913943760E-02  1.1021782060E-14
  4.3751350878E+11  2.1503096980E-02  1.1028444303E-14
  4.3751350878E+11  2.3219066263E-02  1.1035635390E-14
  4.3751350878E+11  2.5071971662E-02  1.1043396944E-14
  4.3751350878E+11  2.7072740821E-02  1.1051773805E-14
  4.3751350878E+11  2.9233173419E-02  1.1060814249E-14
  4.3751350878E+11  3.1566010763E-02  1.1070570245E-14
  4.3751350878E+11  3.4085010929E-02  1.1081097674E-14
  4.3751350878E+11  3.6805029903E-02  1.1092456592E-14
  4.3751350878E+11  3.9742109192E-02  1.1104711510E-14
  4.3751350878E+11  4.2913570433E-02  1.1117931638E-14
  4.3751350878E+11  4.6338117547E-02  1.1132191237E-14
  4.3751350878E+11  5.0035947047E-02  1.1147569867E-14
  4.3751350878E+11  5.4028867150E-02  1.1164152402E-14
  4.3751350878E+11  5.8340426388E-02  1.1182029433E-14
  4.3751350878E+11  6.2996052495E-02  1.1201297640E-14
  4.3751350878E+11  6.8023202359E-02  1.1222059674E-14
  4.3751350878E+11  7.3451523959E-02  1.1244424540E-14
  4.3751350878E+11  7.9313031213E-02  1.1268507664E-14
  4.3751350878E+11  8.5642292783E-02  1.1294430832E-14
  4.3751350878E+11  9.2476635943E-02  1.1322322380E-14
  4.3751350878E+11  9.9856366727E-02  1.1352317686E-14
  4.3751350878E+11  1.0782500763E-01  1.1384558976E-14
  4.3751350878E+11  1.1642955428E-01  1.1419194631E-14
  4.3751350878E+11  1.2572075261E-01  1.1456376589E-14
  4.3751350878E+11  1.3575339814E-01  1.1496259728E-14
  4.3751350878E+11  1.4658665911E-01  1.1538998764E-14
  4.3751350878E+11  1.5828442547E-01  1.1584748913E-14
  4.3751350878E+11  1.7091568562E-01  1.1633663311E-14
  4.3751350878E+11  1.8455493335E-01  1.1685881292E-14
  4.3751350878E+11  1.9928260709E-01  1.1741530361E-14
  4.3751350878E+11  2.1518556436E-01  1.1800715236E-14
  4.3751350878E+11  2.3235759400E-01  1.1863502827E-14
  4.3751350878E+11  2.5089996929E-01  1.1929919991E-14
  4.3751350878E+11  2.7092204523E-01  1.1999955098E-14
  4.3751350878E+11  2.9254190344E-01  1.2073531157E-14
  4.3751350878E+11  3.1588704860E-01  1.2150474005E-14
  4.3751350878E+11  3.4109516039E-01  1.2230515894E-14
  4.3751350878E+11  3.6831490545E-01  1.2313247546E-14
  4.3751350878E+11  3.9770681421E-01  1.2398043752E-14
  4.3751350878E+11  4.2944422755E-01  1.2484063856E-14
  4.3751350878E+11  4.6371431916E-01  1.2570248134E-14
  4.3751350878E+11  5.0071919938E-01  1.2655244117E-14
  4.3751350878E+11  5.4067710714E-01  1.2737306687E-14
  4.3751350878E+11  5.8382369709E-01  1.2814111188E-14
  4.3751350878E+11  6.3041342936E-01  1.2882911830E-14
  4.3751350878E+11  6.8072107024E-01  1.2940415423E-14
  4.3751350878E+11  7.3504331267E-01  1.2982470497E-14
  4.3751350878E+11  7.9370052598E-01  1.3004109413E-14
  4.3751350878E+11  8.5703864533E-01  1.2999692865E-14
  4.3751350878E+11  9.2543121183E-01  1.2962399849E-14
  4.3751350878E+11  9.9928157557E-01  1.2884532139E-14
  4.3751350878E+11  1.0790252744E+00  1.2757598960E-14
  4.3751350878E+11  1.1651326025E+00  1.2572000889E-14
  4.3751350878E+11  1.2581113840E+00  1.2317963662E-14
  4.3751350878E+11  1.3585099681E+00  1.1985166036E-14
  4.3751350878E+11  1.4669204626E+00  1.1564162680E-14
  4.3751350878E+11  1.5839822262E+00  1.1046451964E-14
  4.3751350878E+11  1.7103856391E+00  1.0426344502E-14
  4.3751350878E+11  1.8468761745E+00  9.7016866287E-15
  4.3751350878E+11  1.9942587952E+00  8.8758065283E-15
  4.3751350878E+11  2.1534027008E+00  7.9589362455E-15
  4.3751350878E+11  2.3252464539E+00  6.9692606769E-15
  4.3751350878E+11  2.5108035155E+00  5.9337575814E-15
  4.3751350878E+11  2.7111682218E+00  4.8874797214E-15
  4.3751350878E+11  2.9275222379E+00  3.8713474322E-15
  4.3751350878E+11  3.1611415273E+00  2.9283085330E-15
  4.3751350878E+11  3.4134038766E+00  2.0978185425E-15
  4.3751350878E+11  3.6857970212E+00  1.4095932679E-15
  4.3751350878E+11  3.9799274192E+00  8.7823648192E-16
  4.3751350878E+11  4.2975297259E+00  5.0053566333E-16
  4.3751350878E+11  4.6404770237E+00  2.5680567987E-16
  4.3751350878E+11  5.0107918691E+00  1.1638031087E-16
  4.3751350878E+11  5.4106582205E+00  4.1572462606E-17
  4.3751350878E+11  5.8424343185E+00  1.7015960706E-18
  4.3751350878E+11  6.3086665938E+00  3.8954049743E-20
  4.3751350878E+11  6.8121046848E+00  1.0882768094E-21
  4.3751350878E+11  7.3557176540E+00  3.2668063755E-23
  4.3751350878E+11  7.9427114979E+00  9.0071243102E-25
  4.3751350878E+11  8.5765480550E+00  1.9870763845E-26
  4.3751350878E+11  9.2609654221E+00  4.3313875549E-28
  4.3751350878E+11  1.0000000000E+01  3.9811103387E-30
  5.6112791049E+11  5.0000000000E-03  6.8583910195E-15
  5.6112791049E+11  5.3990051491E-03  6.8593922642E-15
  5.6112791049E+11  5.8298513201E-03  6.8604732909E-15
  5.6112791049E+11  6.2950794591E-03  6.8616404463E-15
  5.6112791049E+11  6.7974332828E-03  6.8629005787E-15
  5.6112791049E+11  7.3398754590E-03  6.8642610793E-15
  5.6112791049E+11  7.9256050794E-03  6.8657299234E-15
  5.6112791049E+11  8.5580765267E-03  6.8673157164E-15
  5.6112791049E+11  9.2410198469E-03  6.8690277433E-15
  5.6112791049E+11  9.9784627473E-03  6.8708760217E-15
  5.6112791049E+11  1.0774754351E-02  6.8728713599E-15
  5.6112791049E+11  1.1634590844E-02  6.8750254143E-15
  5.6112791049E+11  1.2563043175E-02  6.8773507578E-15
  5.6112791049E+11  1.3565586958E-02  6.8798609477E-15
  5.6112791049E+11  1.4648134767E-02  6.8825705990E-15
  5.6112791049E+11  1.5817071007E-02  6.8854954695E-15
  5.6112791049E+11  1.7079289562E-02  6.8886525428E-15
  5.6112791049E+11  1.8442234458E-02  6.8920601182E-15
  5.6112791049E+11  1.9913943760E-02  6.8957379173E-15
  5.6112791049E+11  2.1503096980E-02  6.8997071759E-15
  5.6112791049E+11  2.3219066263E-02  6.9039907647E-15
  5.6112791049E+11  2.5071971662E-02  6.9086133058E-15
  5.6112791049E+11  2.7072740821E-02  6.9136012978E-15
  5.6112791049E+11  2.9233173419E-02  6.9189832494E-15
  5.6112791049E+11  3.1566010763E-02  6.9247897904E-15
  5.6112791049E+11  3.4085010929E-02  6.9310538337E-15
  5.6112791049E+11  3.6805029903E-02  6.9378107036E-15
  5.6112791049E+11  3.9742109192E-02  6.9450982780E-15
  5.6112791049E+11  4.2913570433E-02  6.9529571709E-15
  5.6112791049E+11  4.6338117547E-02  6.9614308778E-15
  5.6112791049E+11  5.0035947047E-02  6.9705657690E-15
  5.6112791049E+11  5.4028867150E-02  6.9804112825E-15
  5.6112791049E+11  5.8340426388E-02  6.9910201333E-15
  5.6112791049E+11  6.2996052495E-02  7.0024483010E-15
  5.6112791049E+11  6.8023202359E-02  7.0147550557E-15
  5.6112791049E+11  7.3451523959E-02  7.0280031887E-15
  5.6112791049E+11  7.9313031213E-02  7.0422587448E-15
  5.6112791049E+11  8.5642292783E-02  7.0575912077E-15
  5.6112791049E+11  9.2476635943E-02  7.0740734622E-15
  5.6112791049E+11  9.9856366727E-02  7.0917821060E-15
  5.6112791049E+11  1.0782500763E-01  7.1107968889E-15
  5.6112791049E+11  1.1642955428E-01  7.1312001453E-15
  5.6112791049E+11  1.2572075261E-01  7.1530749744E-15
  5.6112791049E+11  1.3575339814E-01  7.1765052027E-15
  5.6112791049E+11  1.4658665911E-01  7.2015725104E-15
  5.6112791049E+11  1.5828442547E-01  7.2283589764E-15
  5.6112791049E+11  1.7091568562E-01  7.2569405602E-15
  5.6112791049E+11  1.8455493335E-01  7.2873833934E-15
  5.6112791049E+11  1.9928260709E-01  7.3197436502E-15
  5.6112791049E+11  2.1518556436E-01  7.3540574746E-15
  5.6112791049E+11  2.3235759400E-01  7.3903348506E-15
  5.6112791049E+11  2.5089996929E-01  7.4285584498E-15
  5.6112791049E+11  2.7092204523E-01  7.4686842165E-15
  5.6112791049E+11  2.9254190344E-01  7.5106169685E-15
  5.6112791049E+11  3.1588704860E-01  7.5541995638E-15
  5.6112791049E+11  3.4109516039E-01  7.5992054276E-15
  5.6112791049E+11  3.6831490545E-01  7.6453097880E-15
  5.6112791049E+11  3.9770681421E-01  7.6920396402E-15
  5.6112791049E+11  4.2944422755E-01  7.7387947963E-15
  5.6112791049E+11  4.6371431916E-01  7.7848177858E-15
  5.6112791049E+11  5.0071919938E-01  7.8291609430E-15
  5.6112791049E+11  5.4067710714E-01  7.8706006088E-15
  5.6112791049E+11  5.8382369709E-01  7.9075561205E-15
  5.6112791049E+11  6.3041342936E-01  7.9381837521E-15
  5.6112791049E+11  6.8072107024E-01  7.9602761731E-15
  5.6112791049E+11  7.3504331267E-01  7.9710565723E-15
  5.6112791049E+11  7.9370052598E-01  7.9672986305E-15
  5.6112791049E+11  8.5703864533E-01  7.9453355139E-15
  5.6112791049E+11  9.2543121183E-01  7.9007561205E-15
  5.6112791049E+11  9.9928157557E-01  7.8287268256E-15
  5.6112791049E+11  1.0790252744E+00  7.7239017884E-15
  5.6112791049E+11  1.1651326025E+00  7.5804300350E-15
  5.6112791049E+11  1.2581113840E+00  7.3924510929E-15
  5.6112791049E+11  1.3585099681E+00  7.1540068095E-15
  5.6112791049E+11  1.4669204626E+00  6.8599241009E-15
  5.6112791049E+11  1.5839822262E+00  6.5059868775E-15
  5.6112791049E+11  1.7103856391E+00  6.0900414609E-15
  5.6112791049E+11  1.8468761745E+00  5.6126299069E-15
  5.6112791049E+11  1.9942587952E+00  5.0779631866E-15
  5.6112791049E+11  2.1534027008E+00  4.4948842065E-15
  5.6112791049E+11  2.3252464539E+00  3.8771813213E-15
  5.6112791049E+11  2.5108035155E+00  3.2437355531E-15
  5.6112791049E+11  2.7111682218E+00  2.6176977623E-15
  5.6112791049E+11  2.9275222379E+00  2.0245317845E-15
  5.6112791049E+11  3.1611415273E+00  1.4891869784E-15
  5.6112791049E+11  3.4134038766E+00  1.0325071544E-15
  5.6112791049E+11  3.6857970212E+00  6.6766481072E-16
  5.6112791049E+11  3.9799274192E+00  3.9766242838E-16
  5.6112791049E+11  4.2975297259E+00  2.1495116873E-16
  5.6112791049E+11  4.6404770237E+00  1.0361761548E-16
  5.6112791049E+11  5.0107918691E+00  4.3630426674E-17
  5.6112791049E+11  5.4106582205E+00  1.4290135508E-17
  5.6112791049E+11  5.8424343185E+00  5.2789509453E-19
  5.6112791049E+11  6.3086665938E+00  1.0703461925E-20
  5.6112791049E+11  6.8121046848E+00  2.5895574987E-22
  5.6112791049E+11  7.3557176540E+00  6.5531593486E-24
  5.6112791049E+11  7.9427114979E+00  1.4749760167E-25
  5.6112791049E+11  8.5765480550E+00  2.5559250705E-27
  5.6112791049E+11  9.2609654221E+00  4.1785055078E-29
  5.6112791049E+11  1.0000000000E+01  2.7249300116E-31
  7.1966813735E+11  5.0000000000E-03  4.2908553347E-15
  7.1966813735E+11  5.3990051491E-03  4.2914490124E-15
  7.1966813735E+11  5.8298513201E-03  4.2920899645E-15
  7.1966813735E+11  6.2950794591E-03  4.2927819457E-15
  7.1966813735E+11  6.7974332828E-03  4.2935290078E-15
  7.1966813735E+11  7.3398754590E-03  4.2943355220E-15
  7.1966813735E+11  7.9256050794E-03  4.2952062045E-15
  7.1966813735E+11  8.5580765267E-03  4.2961461425E-15
  7.1966813735E+11  9.2410198469E-03  4.2971608235E-15
  7.1966813735E+11  9.9784627473E-03  4.2982561652E-15
  7.1966813735E+11  1.0774754351E-02  4.2994385490E-15
  7.1966813735E+11  1.1634590844E-02  4.3007148543E-15
  7.1966813735E+11  1.2563043175E-02  4.3020924989E-15
  7.1966813735E+11  1.3565586958E-02  4.3035794779E-15
  7.1966813735E+11  1.4648134767E-02  4.3051844058E-15
  7.1966813735E+11  1.5817071007E-02  4.3069165658E-15
  7.1966813735E+11  1.7079289562E-02  4.3087859590E-15
  7.1966813735E+11  1.8442234458E-02  4.3108033526E-15
  7.1966813735E+11  1.9913943760E-02  4.3129803420E-15
  7.1966813735E+11  2.1503096980E-02  4.3153294069E-15
  7.1966813735E+11  2.3219066263E-02  4.3178639761E-15
  7.1966813735E+11  2.5071971662E-02  4.3205984955E-15
  7.1966813735E+11  2.7072740821E-02  4.3235484930E-15
  7.1966813735E+11  2.9233173419E-02  4.3267306408E-15
  7.1966813735E+11  3.1566010763E-02  4.3301628478E-15
  7.1966813735E+11  3.4085010929E-02  4.3338643150E-15
  7.1966813735E+11  3.6805029903E-02  4.3378556221E-15
  7.1966813735E+11  3.9742109192E-02  4.3421588159E-15
  7.1966813735E+11  4.2913570433E-02  4.3467974912E-15
  7.1966813735E+11  4.6338117547E-02  4.3517967813E-15
  7.1966813735E+11  5.0035947047E-02  4.3571834517E-15
  7.1966813735E+11  5.4028867150E-02  4.3629860066E-15
  7.1966813735E+11  5.8340426388E-02  4.3692347112E-15
  7.1966813735E+11  6.2996052495E-02  4.3759615324E-15
  7.1966813735E+11  6.8023202359E-02  4.3832002961E-15
  7.1966813735E+11  7.3451523959E-02  4.3909865351E-15
  7.1966813735E+11  7.9313031213E-02  4.3993575105E-15
  7.1966813735E+11  8.5642292783E-02  4.4083521390E-15
  7.1966813735E+11  9.2476635943E-02  4.4180111358E-15
  7.1966813735E+11  9.9856366727E-02  4.4283768573E-15
  7.1966813735E+11  1.0782500763E-01  4.4394930389E-15
  7.1966813735E+11  1.1642955428E-01  4.4514039168E-15
  7.1966813735E+11  1.2572075261E-01  4.4641537068E-15
  7.1966813735E+11  1.3575339814E-01  4.4777857701E-15
  7.1966813735E+11  1.4658665911E-01  4.4923416756E-15
  7.1966813735E+11  1.5828442547E-01  4.5078620482E-15
  7.1966813735E+11  1.7091568562E-01  4.5243812144E-15
  7.1966813735E+11  1.8455493335E-01  4.5419267471E-15
  7.1966813735E+11  1.9928260709E-01  4.5605174674E-15
  7.1966813735E+11  2.1518556436E-01  4.5801564369E-15
  7.1966813735E+11  2.3235759400E-01  4.6008288656E-15
  7.1966813735E+11  2.5089996929E-01  4.6225018652E-15
  7.1966813735E+11  2.7092204523E-01  4.6451225524E-15
  7.1966813735E+11  2.9254190344E-01  4.6686002463E-15
  7.1966813735E+11  3.1588704860E-01  4.6928052040E-15
  7.1966813735E+11  3.4109516039E-01  4.7175562243E-15
  7.1966813735E+11  3.6831490545E-01  4.7426034710E-15
  7.1966813735E+11  3.9770681421E-01  4.7675997438E-15
  7.1966813735E+11  4.2944422755E-01  4.7921210752E-15
  7.1966813735E+11  4.6371431916E-01  4.8156320237E-15
  7.1966813735E+11  5.0071919938E-01  4.8374734770E-15
  7.1966813735E+11  5.4067710714E-01  4.8567936618E-15
  7.1966813735E+11  5.8382369709E-01  4.8725303723E-15
  7.1966813735E+11  6.3041342936E-01  4.8834487648E-15
  7.1966813735E+11  6.8072107024E-01  4.8880759456E-15
  7.1966813735E+11  7.3504331267E-01  4.8845717422E-15
  7.1966813735E+11  7.9370052598E-01  4.8708532529E-15
  7.1966813735E+11  8.5703864533E-01  4.8445475324E-15
  7.1966813735E+11  9.2543121183E-01  4.8028352536E-15
  7.1966813735E+11  9.9928157557E-01  4.7427104941E-15
  7.1966813735E+11  1.0790252744E+00  4.6608406621E-15
  7.1966813735E+11  1.1651326025E+00  4.5537304437E-15
  7.1966813735E+11  1.2581113840E+00  4.4179278191E-15
  7.1966813735E+11  1.3585099681E+00  4.2501213568E-15
  7.1966813735E+11  1.4669204626E+00  4.0476175835E-15
  7.1966813735E+11  1.5839822262E+00  3.8085963519E-15
  7.1966813735E+11  1.7103856391E+00  3.5326851246E-15
  7.1966813735E+11  1.8468761745E+00  3.2215009437E-15
  7.1966813735E+11  1.9942587952E+00  2.8790704239E-15
  7.1966813735E+11  2.1534027008E+00  2.5123959307E-15
  7.1966813735E+11  2.3252464539E+00  2.1314783382E-15
  7.1966813735E+11  2.5108035155E+00  1.7490996264E-15
  7.1966813735E+11  2.7111682218E+00  1.3800335836E-15
  7.1966813735E+11  2.9275222379E+00  1.0395526561E-15
  7.1966813735E+11  3.1611415273E+00  7.4144166238E-16
  7.1966813735E+11  3.4134038766E+00  4.9582532721E-16
  7.1966813735E+11  3.6857970212E+00  3.0731422591E-16
  7.1966813735E+11  3.9799274192E+00  1.7414425963E-16
  7.1966813735E+11  4.2975297259E+00  8.8775011026E-17
  7.1966813735E+11  4.6404770237E+00  3.9940470385E-17
  7.1966813735E+11  5.0107918691E+00  1.5502989518E-17
  7.1966813735E+11  5.4106582205E+00  4.6121368093E-18
  7.1966813735E+11  5.8424343185E+00  1.5206095358E-19
  7.1966813735E+11  6.3086665938E+00  2.6945530635E-21
  7.1966813735E+11  6.8121046848E+00  5.5563968188E-23
  7.1966813735E+11  7.3557176540E+00  1.1630528568E-24
  7.1966813735E+11  7.9427114979E+00  2.0888907830E-26
